Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE+,BE-,"Avg IV",Probability,"Exp Date","Leg1 Strike","Leg1 Ask","Leg2 Strike","Leg2 Bid","Leg3 Strike","Leg3 Bid","Leg4 Strike","Leg4 Ask","Exp Type"
LLY,443.89,3.49,+53.61%,6.51,453.49,436.51,24.88%,53.4%,2023-06-16,430.00P,0.83,440.00P,2.51,450.00C,2.46,460.00C,0.65,monthly
SOFI,9.14,0.37,+58.73%,0.63,10.37,8.63,116.40%,53.1%,2023-06-16,8.00P,0.08,9.00P,0.33,10.00C,0.19,11.00C,0.07,monthly
GME,24.04,0.52,+35.14%,1.48,26.02,22.98,80.42%,53.0%,2023-06-16,21.50P,0.12,23.50P,0.49,25.50C,0.32,27.50C,0.17,monthly
UNH,491.66,3.74,+59.74%,6.26,503.74,486.26,22.49%,52.9%,2023-06-16,480.00P,1.23,490.00P,3.95,500.00C,1.38,510.00C,0.36,monthly
ADI,187.09,1.9,+61.29%,3.1,191.9,183.1,31.05%,52.9%,2023-06-16,180.00P,0.35,185.00P,1.25,190.00C,1.35,195.00C,0.35,monthly
GME,24.04,0.65,+48.15%,1.35,26.65,23.35,80.42%,52.5%,2023-06-16,22.00P,0.16,24.00P,0.7,26.00C,0.26,28.00C,0.15,monthly
TSM,107.32,1.83,+57.73%,3.17,110.83,102.17,53.92%,52.4%,2023-06-16,99.00P,0.18,104.00P,0.99,109.00C,1.64,114.00C,0.62,monthly
AMZN,126.49,1.73,+76.21%,2.27,131.73,124.27,38.20%,51.6%,2023-06-16,122.00P,0.5,126.00P,1.63,130.00C,0.86,134.00C,0.26,monthly
AMD,128.7,3.62,+82.65%,4.38,137.62,122.38,79.71%,51.6%,2023-06-16,118.00P,0.55,126.00P,2.64,134.00C,2.65,142.00C,1.12,monthly
AMD,128.7,3.78,+89.57%,4.22,138.78,123.22,79.71%,51.6%,2023-06-16,119.00P,0.69,127.00P,3.1,135.00C,2.37,143.00C,1,monthly
AMD,128.7,3.5,+77.78%,4.5,136.5,121.5,79.71%,51.5%,2023-06-16,117.00P,0.44,125.00P,2.24,133.00C,2.95,141.00C,1.25,monthly
AMD,128.7,3.97,+98.51%,4.03,139.97,124.03,79.71%,51.4%,2023-06-16,120.00P,0.86,128.00P,3.6,136.00C,2.13,144.00C,0.9,monthly
NFLX,422.05,6.25,+71.43%,8.75,436.25,408.75,44.69%,51.3%,2023-06-16,400.00P,1.07,415.00P,4.15,430.00C,5.35,445.00C,2.18,monthly
NFLX,422.05,6.77,+82.26%,8.23,441.77,413.23,44.69%,51.0%,2023-06-16,405.00P,1.73,420.00P,6.15,435.00C,3.95,450.00C,1.6,monthly
AMD,128.7,3.38,+73.16%,4.62,135.38,120.62,79.71%,50.9%,2023-06-16,116.00P,0.35,124.00P,1.87,132.00C,3.25,140.00C,1.39,monthly
INTC,32.93,0.64,+74.42%,0.86,34.64,31.86,57.40%,50.9%,2023-06-16,31.00P,0.14,32.50P,0.51,34.00C,0.46,35.50C,0.19,monthly
TSM,107.32,1.79,+55.76%,3.21,109.79,101.21,53.92%,50.7%,2023-06-16,98.00P,0.13,103.00P,0.7,108.00C,1.99,113.00C,0.77,monthly
AMD,128.7,3.32,+70.94%,4.68,134.32,119.68,79.71%,50.4%,2023-06-16,115.00P,0.27,123.00P,1.55,131.00C,3.6,139.00C,1.56,monthly
TSLA,249.98,5.61,+81.42%,6.89,263.11,239.39,66.77%,50.0%,2023-06-16,232.50P,1.26,245.00P,4.4,257.50C,4.35,270.00C,1.88,monthly
AMD,128.7,3.33,+71.31%,4.67,133.33,118.67,79.71%,49.9%,2023-06-16,114.00P,0.21,122.00P,1.28,130.00C,4,138.00C,1.74,monthly
UPST,33.92,1.5,+100.00%,1.5,37.5,31.5,124.87%,49.3%,2023-06-16,30.00P,0.28,33.00P,1.28,36.00C,1.06,39.00C,0.56,monthly
TSLA,249.98,5.67,+83.02%,6.83,255.67,231.83,66.77%,48.6%,2023-06-16,225.00P,0.56,237.50P,2.13,250.00C,7.25,262.50C,3.15,monthly
AMD,128.7,3.64,+108.33%,3.36,137.64,123.36,79.71%,48.4%,2023-06-16,120.00P,0.86,127.00P,3.1,134.00C,2.65,141.00C,1.25,monthly
AMD,128.7,3.51,+100.57%,3.49,136.51,122.49,79.71%,48.3%,2023-06-16,119.00P,0.69,126.00P,2.64,133.00C,2.95,140.00C,1.39,monthly
AMD,128.7,3.79,+118.07%,3.21,138.79,124.21,79.71%,48.2%,2023-06-16,121.00P,1.06,128.00P,3.6,135.00C,2.37,142.00C,1.12,monthly
AMD,128.7,3.38,+93.37%,3.62,135.38,121.62,79.71%,47.9%,2023-06-16,118.00P,0.55,125.00P,2.24,132.00C,3.25,139.00C,1.56,monthly
UAL,51.33,0.67,+80.72%,0.83,53.17,50.33,40.25%,47.8%,2023-06-16,49.50P,0.24,51.00P,0.63,52.50C,0.43,54.00C,0.15,monthly
SHOP,64.98,1.45,+93.55%,1.55,67.45,61.55,67.80%,47.8%,2023-06-16,60.00P,0.28,63.00P,0.93,66.00C,1.47,69.00C,0.67,monthly
TSM,107.32,1.87,+87.79%,2.13,110.87,103.13,53.92%,47.8%,2023-06-16,101.00P,0.36,105.00P,1.36,109.00C,1.64,113.00C,0.77,monthly
UPST,33.92,1.3,+76.47%,1.7,36.3,30.7,124.87%,47.5%,2023-06-16,29.00P,0.15,32.00P,0.83,35.00C,1.33,38.00C,0.71,monthly
AMD,128.7,3.29,+88.68%,3.71,134.29,120.71,79.71%,47.4%,2023-06-16,117.00P,0.44,124.00P,1.87,131.00C,3.6,138.00C,1.74,monthly
AMD,128.7,3.26,+87.17%,3.74,133.26,119.74,79.71%,46.8%,2023-06-16,116.00P,0.35,123.00P,1.55,130.00C,4,137.00C,1.94,monthly
QCOM,121.62,1.56,+108.33%,1.44,123.56,117.44,37.78%,46.7%,2023-06-16,116.00P,0.24,119.00P,0.73,122.00C,1.95,125.00C,0.88,monthly
NFLX,422.05,6.04,+93.50%,6.46,433.54,408.96,44.69%,46.7%,2023-06-16,402.50P,1.36,415.00P,4.15,427.50C,6.2,440.00C,2.95,monthly
AMD,128.7,3.3,+89.19%,3.7,132.3,118.7,79.71%,46.3%,2023-06-16,115.00P,0.27,122.00P,1.28,129.00C,4.45,136.00C,2.16,monthly
TSM,107.32,1.79,+81.00%,2.21,109.79,102.21,53.92%,46.3%,2023-06-16,100.00P,0.25,104.00P,0.99,108.00C,1.99,112.00C,0.94,monthly
DAL,40,0.41,+69.49%,0.59,41.41,39.59,32.72%,46.2%,2023-06-16,39.00P,0.17,40.00P,0.45,41.00C,0.22,42.00C,0.09,monthly
GME,24.04,0.51,+51.52%,0.99,25.51,22.99,80.42%,46.2%,2023-06-16,22.00P,0.16,23.50P,0.49,25.00C,0.42,26.50C,0.24,monthly
ADBE,475.06,15.8,+111.27%,14.2,500.8,439.2,101.35%,46.1%,2023-06-16,425.00P,2.5,455.00P,9.9,485.00C,16.4,515.00C,8,monthly
BA,221.46,2.49,+99.20%,2.51,224.99,215.01,34.99%,45.7%,2023-06-16,212.50P,0.47,217.50P,1.24,222.50C,3.3,227.50C,1.58,monthly
BA,221.46,2.48,+98.41%,2.52,227.48,217.52,34.99%,45.6%,2023-06-16,215.00P,0.77,220.00P,2.03,225.00C,2.28,230.00C,1.06,monthly
AAPL,183.11,1.37,+121.24%,1.13,186.37,181.13,22.22%,45.6%,2023-06-16,180.00P,0.57,182.50P,1.25,185.00C,1.06,187.50C,0.37,monthly
GME,24.04,0.58,+63.04%,0.92,26.08,23.42,80.42%,45.5%,2023-06-16,22.50P,0.24,24.00P,0.7,25.50C,0.32,27.00C,0.2,monthly
AMZN,126.49,1.6,+114.29%,1.4,130.6,124.4,38.20%,45.0%,2023-06-16,123.00P,0.68,126.00P,1.63,129.00C,1.14,132.00C,0.49,monthly
AMD,128.7,3.43,+133.46%,2.57,136.43,123.57,79.71%,44.5%,2023-06-16,121.00P,1.06,127.00P,3.1,133.00C,2.95,139.00C,1.56,monthly
TSLA,249.98,5.28,+111.86%,4.72,260.28,239.72,66.77%,44.4%,2023-06-16,235.00P,1.65,245.00P,4.4,255.00C,5.15,265.00C,2.62,monthly
AMD,128.7,3.55,+144.90%,2.45,137.55,124.45,79.71%,44.4%,2023-06-16,122.00P,1.31,128.00P,3.6,134.00C,2.65,140.00C,1.39,monthly
TSLA,249.98,5.24,+110.08%,4.76,257.74,237.26,66.77%,44.2%,2023-06-16,232.50P,1.26,242.50P,3.5,252.50C,6.15,262.50C,3.15,monthly
AMD,128.7,3.29,+121.40%,2.71,135.29,122.71,79.71%,44.1%,2023-06-16,120.00P,0.86,126.00P,2.64,132.00C,3.25,138.00C,1.74,monthly
PANW,228.59,2.62,+110.08%,2.38,232.62,222.38,36.58%,44.0%,2023-06-16,220.00P,0.74,225.00P,1.76,230.00C,3,235.00C,1.4,monthly
AMD,128.7,3.21,+115.05%,2.79,134.21,121.79,79.71%,43.8%,2023-06-16,119.00P,0.69,125.00P,2.24,131.00C,3.6,137.00C,1.94,monthly
UPST,33.92,1.3,+108.33%,1.2,36.3,31.2,124.87%,43.7%,2023-06-16,30.00P,0.28,32.50P,1.04,35.00C,1.33,37.50C,0.79,monthly
TSLA,249.98,5.28,+111.86%,4.72,255.28,234.72,66.77%,43.4%,2023-06-16,230.00P,0.96,240.00P,2.74,250.00C,7.25,260.00C,3.75,monthly
AMD,128.7,3.16,+111.27%,2.84,133.16,120.84,79.71%,43.3%,2023-06-16,118.00P,0.55,124.00P,1.87,130.00C,4,136.00C,2.16,monthly
MRVL,61.96,1.06,+112.77%,0.94,64.06,59.94,55.99%,42.9%,2023-06-16,59.00P,0.36,61.00P,0.9,63.00C,1.09,65.00C,0.57,monthly
AMD,128.7,3.16,+111.27%,2.84,132.16,119.84,79.71%,42.8%,2023-06-16,117.00P,0.44,123.00P,1.55,129.00C,4.45,135.00C,2.4,monthly
MA,374.61,2.84,+131.48%,2.16,377.84,367.16,23.66%,42.7%,2023-06-16,365.00P,0.8,370.00P,1.6,375.00C,3.9,380.00C,1.86,monthly
UPST,33.92,1.22,+95.31%,1.28,35.72,30.78,124.87%,42.5%,2023-06-16,29.50P,0.21,32.00P,0.83,34.50C,1.49,37.00C,0.89,monthly
MCD,288.05,1.19,+90.84%,1.31,291.19,286.31,14.38%,42.1%,2023-06-16,285.00P,0.69,287.50P,1.21,290.00C,1.07,292.50C,0.4,monthly
INTC,32.93,0.58,+138.10%,0.42,34.08,31.92,57.40%,41.4%,2023-06-16,31.50P,0.22,32.50P,0.51,33.50C,0.63,34.50C,0.34,monthly
CRM,213.47,2.77,+124.22%,2.23,220.27,209.73,42.52%,41.4%,2023-06-16,207.50P,1.52,212.50P,3.2,217.50C,2.2,222.50C,1.11,monthly
ADBE,475.06,14.75,+143.90%,10.25,494.75,440.25,101.35%,41.2%,2023-06-16,430.00P,3.25,455.00P,9.9,480.00C,18.4,505.00C,10.3,monthly
NFLX,422.05,5.8,+138.10%,4.2,435.8,414.2,44.69%,40.9%,2023-06-16,410.00P,2.75,420.00P,6.15,430.00C,5.35,440.00C,2.95,monthly
NFLX,422.05,5.62,+128.31%,4.38,430.62,409.38,44.69%,40.9%,2023-06-16,405.00P,1.73,415.00P,4.15,425.00C,7.2,435.00C,4,monthly
INTC,32.93,0.57,+132.56%,0.43,33.57,31.43,57.40%,40.7%,2023-06-16,31.00P,0.14,32.00P,0.33,33.00C,0.85,34.00C,0.47,monthly
TSM,107.32,1.7,+130.77%,1.3,109.7,103.3,53.92%,40.2%,2023-06-16,102.00P,0.51,105.00P,1.36,108.00C,1.99,111.00C,1.14,monthly
AMD,128.7,3.22,+180.90%,1.78,136.22,124.78,79.71%,39.6%,2023-06-16,123.00P,1.59,128.00P,3.6,133.00C,2.95,138.00C,1.74,monthly
V,225.59,1.42,+131.48%,1.08,228.92,223.58,21.56%,39.6%,2023-06-16,222.50P,0.82,225.00P,1.52,227.50C,1.39,230.00C,0.67,monthly
AMD,128.7,3.1,+163.16%,1.9,135.1,123.9,79.71%,39.5%,2023-06-16,122.00P,1.31,127.00P,3.1,132.00C,3.25,137.00C,1.94,monthly
AMD,128.7,3.02,+152.53%,1.98,134.02,122.98,79.71%,39.3%,2023-06-16,121.00P,1.06,126.00P,2.64,131.00C,3.6,136.00C,2.16,monthly
AMD,128.7,2.98,+147.53%,2.02,132.98,122.02,79.71%,39.1%,2023-06-16,120.00P,0.86,125.00P,2.24,130.00C,4,135.00C,2.4,monthly
AMD,128.7,2.94,+142.72%,2.06,131.94,121.06,79.71%,38.5%,2023-06-16,119.00P,0.69,124.00P,1.87,129.00C,4.45,134.00C,2.69,monthly
UPST,33.92,1.21,+153.17%,0.79,36.21,31.79,124.87%,38.1%,2023-06-16,31.00P,0.51,33.00P,1.28,35.00C,1.33,37.00C,0.89,monthly
SHOP,64.98,1.28,+177.78%,0.72,66.28,61.72,67.80%,37.6%,2023-06-16,61.00P,0.42,63.00P,0.93,65.00C,1.91,67.00C,1.14,monthly
SOFI,9.14,0.3,+150.00%,0.2,9.8,8.7,116.40%,37.4%,2023-06-16,8.50P,0.16,9.00P,0.33,9.50C,0.33,10.00C,0.2,monthly
TSLA,249.98,4.68,+165.96%,2.82,259.68,242.82,66.77%,36.8%,2023-06-16,240.00P,2.77,247.50P,5.45,255.00C,5.15,262.50C,3.15,monthly
TSLA,249.98,4.7,+167.86%,2.8,254.7,237.8,66.77%,36.8%,2023-06-16,235.00P,1.65,242.50P,3.5,250.00C,7.25,257.50C,4.4,monthly
UAL,51.33,0.54,+117.39%,0.46,52.54,50.46,40.25%,36.7%,2023-06-16,50.00P,0.36,51.00P,0.63,52.00C,0.6,53.00C,0.33,monthly
UPST,33.92,1.11,+124.72%,0.89,35.11,30.89,124.87%,36.7%,2023-06-16,30.00P,0.28,32.00P,0.83,34.00C,1.67,36.00C,1.11,monthly
GME,24.04,0.49,+96.08%,0.51,25.49,23.51,80.42%,36.1%,2023-06-16,23.00P,0.35,24.00P,0.7,25.00C,0.42,26.00C,0.28,monthly
AMZN,126.49,1.31,+189.86%,0.69,129.31,124.69,38.20%,34.9%,2023-06-16,124.00P,0.93,126.00P,1.63,128.00C,1.49,130.00C,0.88,monthly
GME,24.04,0.41,+69.49%,0.59,24.91,23.09,80.42%,34.8%,2023-06-16,22.50P,0.24,23.50P,0.49,24.50C,0.53,25.50C,0.37,monthly
AMD,128.7,2.78,+227.87%,1.22,134.78,125.22,79.71%,33.9%,2023-06-16,124.00P,1.91,128.00P,3.6,132.00C,3.25,136.00C,2.16,monthly
AMD,128.7,2.71,+210.08%,1.29,133.71,124.29,79.71%,33.8%,2023-06-16,123.00P,1.59,127.00P,3.1,131.00C,3.6,135.00C,2.4,monthly
NVDA,389.66,5.06,+207.38%,2.44,395.06,377.44,49.21%,33.7%,2023-06-16,375.00P,2.19,382.50P,4.1,390.00C,8.85,397.50C,5.7,monthly
AMD,128.7,2.64,+194.12%,1.36,132.64,123.36,79.71%,33.5%,2023-06-16,122.00P,1.31,126.00P,2.64,130.00C,4,134.00C,2.69,monthly
AMD,128.7,2.64,+194.12%,1.36,131.64,122.36,79.71%,33.4%,2023-06-16,121.00P,1.06,125.00P,2.24,129.00C,4.45,133.00C,2.99,monthly
UPST,33.92,0.99,+194.12%,0.51,35.49,32.01,124.87%,30.7%,2023-06-16,31.50P,0.67,33.00P,1.28,34.50C,1.49,36.00C,1.11,monthly
COIN,50.7,1.37,+217.46%,0.63,53.37,48.63,114.45%,30.2%,2023-06-16,48.00P,1.37,50.00P,2.1,52.00C,1.74,54.00C,1.1,monthly
MU,67.11,0.7,+233.33%,0.3,68.7,66.3,43.74%,30.0%,2023-06-16,66.00P,0.63,67.00P,1,68.00C,0.99,69.00C,0.66,monthly
C,48.28,0.34,+212.50%,0.16,48.84,47.66,30.61%,29.7%,2023-06-16,47.50P,0.27,48.00P,0.4,48.50C,0.6,49.00C,0.39,monthly
PLUG,10.21,0.32,+177.78%,0.18,10.82,9.68,139.69%,29.7%,2023-06-16,9.50P,0.25,10.00P,0.44,10.50C,0.5,11.00C,0.37,monthly
GM,36.69,0.32,+177.78%,0.18,37.32,36.18,39.38%,29.3%,2023-06-16,36.00P,0.28,36.50P,0.42,37.00C,0.54,37.50C,0.36,monthly
GE,106.61,0.62,+163.16%,0.38,107.62,105.38,27.96%,28.0%,2023-06-16,105.00P,0.62,106.00P,0.85,107.00C,1.14,108.00C,0.75,monthly
DOCU,54.92,0.65,+185.71%,0.35,55.65,53.35,56.49%,27.6%,2023-06-16,53.00P,0.59,54.00P,0.92,55.00C,1.14,56.00C,0.82,monthly
AMD,128.7,2.24,+294.74%,0.76,133.24,125.76,79.71%,27.0%,2023-06-16,125.00P,2.27,128.00P,3.6,131.00C,3.6,134.00C,2.69,monthly
AMD,128.7,2.2,+275.00%,0.8,132.2,124.8,79.71%,27.0%,2023-06-16,124.00P,1.91,127.00P,3.1,130.00C,4,133.00C,2.99,monthly
PANW,228.59,1.77,+242.47%,0.73,231.77,225.73,36.58%,27.0%,2023-06-16,225.00P,1.82,227.50P,2.72,230.00C,3,232.50C,2.13,monthly
AMD,128.7,2.15,+252.94%,0.85,131.15,123.85,79.71%,26.7%,2023-06-16,123.00P,1.59,126.00P,2.64,129.00C,4.45,132.00C,3.35,monthly
MSFT,330.66,1.88,+303.23%,0.62,334.38,328.12,26.67%,26.4%,2023-06-16,327.50P,1.89,330.00P,2.72,332.50C,3.5,335.00C,2.45,monthly
MRVL,61.96,0.7,+233.33%,0.3,62.7,60.3,55.99%,25.9%,2023-06-16,60.00P,0.59,61.00P,0.9,62.00C,1.51,63.00C,1.12,monthly
INTC,32.93,0.38,+316.67%,0.12,33.38,32.12,57.40%,25.0%,2023-06-16,32.00P,0.34,32.50P,0.51,33.00C,0.85,33.50C,0.64,monthly
CRM,213.47,1.75,+233.33%,0.75,216.75,210.75,42.52%,24.7%,2023-06-16,210.00P,2.28,212.50P,3.2,215.00C,3.1,217.50C,2.27,monthly
BYND,12.49,0.3,+150.00%,0.2,12.8,11.7,134.97%,24.7%,2023-06-16,11.50P,0.33,12.00P,0.51,12.50C,0.62,13.00C,0.5,monthly
NFLX,422.05,3.6,+257.14%,1.4,428.6,416.4,44.69%,24.2%,2023-06-16,415.00P,4.3,420.00P,6.15,425.00C,7.2,430.00C,5.45,monthly
TMUS,130.32,0.65,+185.71%,0.35,131.65,129.35,27.73%,23.8%,2023-06-16,129.00P,0.98,130.00P,1.3,131.00C,1.18,132.00C,0.85,monthly
HD,300.3,1.79,+252.11%,0.71,304.29,298.21,32.46%,23.3%,2023-06-16,297.50P,2.38,300.00P,3.2,302.50C,3.65,305.00C,2.68,monthly
UPST,33.92,0.71,+244.83%,0.29,34.71,32.29,124.87%,21.7%,2023-06-16,32.00P,0.86,33.00P,1.28,34.00C,1.67,35.00C,1.38,monthly
AMZN,126.49,0.79,+376.19%,0.21,127.79,125.21,38.20%,20.1%,2023-06-16,125.00P,1.25,126.00P,1.63,127.00C,1.92,128.00C,1.51,monthly
AMD,128.7,1.58,+376.19%,0.42,130.58,125.42,79.71%,19.0%,2023-06-16,125.00P,2.27,127.00P,3.1,129.00C,4.45,131.00C,3.7,monthly
AMD,128.7,1.57,+365.12%,0.43,131.57,126.43,79.71%,18.9%,2023-06-16,126.00P,2.68,128.00P,3.6,130.00C,4,132.00C,3.35,monthly
TSLA,249.98,2.05,+455.56%,0.45,252.05,245.45,66.77%,15.0%,2023-06-16,245.00P,4.45,247.50P,5.45,250.00C,7.25,252.50C,6.2,monthly
MRVL,61.96,0.37,+284.62%,0.13,62.37,61.13,55.99%,13.6%,2023-06-16,61.00P,0.93,61.50P,1.11,62.00C,1.51,62.50C,1.32,monthly
