Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask","Exp Type"
TSLA,257.21,2.87,+45.56%,6.3,260.37,58.1%,2023-06-16,257.5,5.6,266.67,2.73,monthly
PANW,231.93,0.78,+45.35%,1.72,233.28,56.8%,2023-06-16,232.5,2.71,235,1.93,monthly
NKE,106.88,0.62,+44.93%,1.38,107.62,60.3%,2023-06-16,107,0.94,109,0.32,monthly
GOOG,124.5,0.31,+44.93%,0.69,125.31,59.5%,2023-06-16,125,0.94,126,0.63,monthly
MS,88.73,0.31,+44.93%,0.69,89.31,59.9%,2023-06-16,89,0.7,90,0.39,monthly
SE,64.84,0.31,+44.93%,0.69,65.31,55.9%,2023-06-16,65,1.1,66,0.79,monthly
AMZN,126.4,0.62,+44.93%,1.38,127.62,61.4%,2023-06-16,127,1.33,129,0.71,monthly
SHOP,63.62,0.62,+44.93%,1.38,64.62,61.1%,2023-06-16,64,1.23,66,0.61,monthly
ADBE,477.02,1.55,+44.93%,3.45,481.55,53.7%,2023-06-16,480,17,485,15.45,monthly
MRNA,127.67,0.93,+44.93%,2.07,128.93,58.0%,2023-06-16,128,2.31,131,1.38,monthly
KR,46.76,0.46,+44.23%,1.04,47.96,63.1%,2023-06-16,47.5,1.08,49,0.62,monthly
TSLA,257.21,3.06,+44.09%,6.94,260.56,58.6%,2023-06-16,257.5,5.6,267.5,2.54,monthly
GOOGL,123.81,0.61,+43.88%,1.39,124.61,59.3%,2023-06-16,124,1.07,126,0.46,monthly
ABBV,137.87,0.61,+43.88%,1.39,138.61,61.3%,2023-06-16,138,0.9,140,0.29,monthly
NFLX,434.9,3.05,+43.88%,6.95,438.05,57.1%,2023-06-16,435,6.3,445,3.25,monthly
COIN,52.07,0.61,+43.88%,1.39,53.61,61.6%,2023-06-16,53,1.45,55,0.84,monthly
META,270.55,0.76,+43.68%,1.74,273.26,61.5%,2023-06-16,272.5,2.47,275,1.71,monthly
ADBE,477.02,7.6,+43.68%,17.4,487.6,58.6%,2023-06-16,480,17,505,9.4,monthly
TGT,128.95,0.91,+43.54%,2.09,129.91,59.0%,2023-06-16,129,1.44,132,0.53,monthly
GM,37.78,0.15,+42.86%,0.35,38.15,60.8%,2023-06-16,38,0.38,38.5,0.23,monthly
ADBE,477.02,3,+42.86%,7,488,58.9%,2023-06-16,485,15.1,495,12.1,monthly
CHWY,39.65,0.15,+42.86%,0.35,40.15,59.6%,2023-06-16,40,0.61,40.5,0.46,monthly
AA,36.71,0.15,+42.86%,0.35,37.15,58.8%,2023-06-16,37,0.6,37.5,0.45,monthly
APA,33.92,0.3,+42.86%,0.7,34.3,59.1%,2023-06-16,34,0.57,35,0.27,monthly
MRVL,62.5,0.15,+42.86%,0.35,62.65,52.0%,2023-06-16,62.5,1.1,63,0.95,monthly
AFRM,18.69,0.15,+42.86%,0.35,19.15,58.4%,2023-06-16,19,0.67,19.5,0.52,monthly
TSLA,257.21,0.75,+42.86%,1.75,260.75,59.0%,2023-06-16,260,4.6,262.5,3.85,monthly
TXN,177.33,0.75,+42.86%,1.75,178.25,58.7%,2023-06-16,177.5,1.28,180,0.53,monthly
KR,46.76,0.9,+42.86%,2.1,47.9,62.5%,2023-06-16,47,1.3,50,0.4,monthly
SLB,48.38,0.15,+42.86%,0.35,48.65,56.0%,2023-06-16,48.5,0.55,49,0.4,monthly
ADBE,477.02,4.5,+42.86%,10.5,489.5,60.1%,2023-06-16,485,15.1,500,10.6,monthly
CHWY,39.65,0.3,+42.86%,0.7,40.3,62.4%,2023-06-16,40,0.61,41,0.31,monthly
UBER,41.33,0.3,+42.86%,0.7,41.8,62.0%,2023-06-16,41.5,0.53,42.5,0.23,monthly
HD,300.43,0.73,+41.24%,1.77,303.23,64.9%,2023-06-16,302.5,1.83,305,1.1,monthly
ADBE,477.02,1.45,+40.85%,3.55,486.45,57.7%,2023-06-16,485,15.1,490,13.65,monthly
ENPH,179.13,1.45,+40.85%,3.55,181.45,59.7%,2023-06-16,180,3.05,185,1.6,monthly
VLO,114.01,0.29,+40.85%,0.71,115.29,60.9%,2023-06-16,115,1.32,116,1.03,monthly
NET,67.59,0.58,+40.85%,1.42,68.58,58.2%,2023-06-16,68,1.54,70,0.96,monthly
TSLA,257.21,1.45,+40.85%,3.55,261.45,60.8%,2023-06-16,260,4.6,265,3.15,monthly
QCOM,124.68,0.29,+40.85%,0.71,125.29,56.0%,2023-06-16,125,1.14,126,0.85,monthly
ZM,68.82,0.29,+40.85%,0.71,69.29,55.3%,2023-06-16,69,1.27,70,0.98,monthly
NVDA,405.59,1.45,+40.85%,3.55,411.45,62.4%,2023-06-16,410,5.1,415,3.65,monthly
ORCL,117.31,0.58,+40.85%,1.42,118.58,62.8%,2023-06-16,118,1.34,120,0.76,monthly
LI,31.33,0.29,+40.85%,0.71,31.79,61.5%,2023-06-16,31.5,0.53,32.5,0.24,monthly
SCHW,54.86,0.29,+40.85%,0.71,55.29,58.3%,2023-06-16,55,0.67,56,0.38,monthly
MMM,102.71,0.29,+40.85%,0.71,103.29,57.5%,2023-06-16,103,0.93,104,0.64,monthly
C,48.97,0.29,+40.85%,0.71,49.29,59.0%,2023-06-16,49,0.44,50,0.15,monthly
SQ,65.5,0.29,+40.85%,0.71,66.29,59.1%,2023-06-16,66,0.97,67,0.68,monthly
MRNA,127.67,1.14,+39.86%,2.86,129.14,59.3%,2023-06-16,128,2.31,132,1.17,monthly
ADBE,477.02,5.7,+39.86%,14.3,490.7,61.0%,2023-06-16,485,15.1,505,9.4,monthly
BABA,87.67,0.57,+39.86%,1.43,88.57,59.8%,2023-06-16,88,1.24,90,0.67,monthly
CVX,159.58,0.71,+39.66%,1.79,160.71,61.3%,2023-06-16,160,1.2,162.5,0.49,monthly
TSLA,257.21,3.53,+39.35%,8.97,261.03,59.7%,2023-06-16,257.5,5.6,270,2.07,monthly
CRWD,152.05,1.41,+39.28%,3.59,153.91,60.8%,2023-06-16,152.5,2.32,157.5,0.91,monthly
TSLA,257.21,1.87,+38.96%,4.8,261.87,61.8%,2023-06-16,260,4.6,266.67,2.73,monthly
BAC,29.44,0.14,+38.89%,0.36,29.64,59.7%,2023-06-16,29.5,0.26,30,0.12,monthly
JD,38.12,0.14,+38.89%,0.36,38.64,61.1%,2023-06-16,38.5,0.54,39,0.4,monthly
RBLX,39.68,0.14,+38.89%,0.36,40.14,57.9%,2023-06-16,40,0.69,40.5,0.55,monthly
MRVL,62.5,0.7,+38.89%,1.8,63.2,59.2%,2023-06-16,62.5,1.1,65,0.4,monthly
ORCL,117.31,0.28,+38.89%,0.72,118.28,59.8%,2023-06-16,118,1.34,119,1.06,monthly
COP,104.1,0.28,+38.89%,0.72,105.28,63.9%,2023-06-16,105,0.85,106,0.57,monthly
DKNG,26.15,0.14,+38.89%,0.36,26.64,63.5%,2023-06-16,26.5,0.4,27,0.26,monthly
BILI,16.95,0.14,+38.89%,0.36,17.14,56.9%,2023-06-16,17,0.38,17.5,0.24,monthly
EL,184.68,1.4,+38.89%,3.6,186.4,61.6%,2023-06-16,185,2.1,190,0.7,monthly
JWN,19.92,0.14,+38.89%,0.36,20.14,57.8%,2023-06-16,20,0.36,20.5,0.22,monthly
FCX,39.78,0.14,+38.89%,0.36,40.14,59.5%,2023-06-16,40,0.43,40.5,0.29,monthly
SPOT,151.52,0.7,+38.89%,1.8,153.2,62.2%,2023-06-16,152.5,1.6,155,0.9,monthly
AA,36.71,0.28,+38.89%,0.72,37.28,61.3%,2023-06-16,37,0.6,38,0.32,monthly
AFRM,18.69,0.28,+38.89%,0.72,19.28,60.7%,2023-06-16,19,0.67,20,0.39,monthly
MRVL,62.5,0.28,+38.89%,0.72,63.28,60.2%,2023-06-16,63,0.9,64,0.62,monthly
SNOW,172.57,0.7,+38.89%,1.8,175.7,62.8%,2023-06-16,175,2.51,177.5,1.81,monthly
ADBE,477.02,9.75,+38.61%,25.25,489.75,60.3%,2023-06-16,480,17,515,7.25,monthly
MSFT,333.81,1.39,+38.50%,3.61,336.39,62.9%,2023-06-16,335,2.3,340,0.91,monthly
ADBE,477.02,2.75,+37.93%,7.25,492.75,62.6%,2023-06-16,490,13.35,500,10.6,monthly
TSLA,257.21,2.06,+37.87%,5.44,262.06,62.3%,2023-06-16,260,4.6,267.5,2.54,monthly
CVS,72.4,0.41,+37.61%,1.09,72.91,61.4%,2023-06-16,72.5,0.57,74,0.16,monthly
AMZN,126.4,0.82,+37.61%,2.18,127.82,63.2%,2023-06-16,127,1.33,130,0.51,monthly
COIN,52.07,0.82,+37.61%,2.18,53.82,63.1%,2023-06-16,53,1.45,56,0.63,monthly
SQ,65.5,0.41,+37.61%,1.09,66.41,60.4%,2023-06-16,66,0.97,67.5,0.56,monthly
KR,46.76,0.68,+37.36%,1.82,48.18,65.4%,2023-06-16,47.5,1.08,50,0.4,monthly
NFLX,434.9,4.06,+37.11%,10.94,439.06,59.4%,2023-06-16,435,6.3,450,2.24,monthly
RBLX,39.68,0.27,+36.99%,0.73,40.27,60.0%,2023-06-16,40,0.69,41,0.42,monthly
ZM,68.82,0.54,+36.99%,1.46,69.54,58.1%,2023-06-16,69,1.27,71,0.73,monthly
XOM,106.83,0.81,+36.99%,2.19,107.81,63.1%,2023-06-16,107,1.04,110,0.23,monthly
JPM,142.29,0.27,+36.99%,0.73,143.27,64.7%,2023-06-16,143,0.62,144,0.35,monthly
SHOP,63.62,0.81,+36.99%,2.19,64.81,63.1%,2023-06-16,64,1.23,67,0.42,monthly
MU,67.88,0.54,+36.99%,1.46,68.54,60.7%,2023-06-16,68,0.82,70,0.28,monthly
MMM,102.71,0.54,+36.99%,1.46,103.54,60.6%,2023-06-16,103,0.93,105,0.39,monthly
TGT,128.95,0.27,+36.99%,0.73,130.27,62.2%,2023-06-16,130,1.03,131,0.76,monthly
DASH,73.24,0.27,+36.99%,0.73,74.27,61.0%,2023-06-16,74,1.05,75,0.78,monthly
TSM,107.53,0.27,+36.99%,0.73,108.27,56.9%,2023-06-16,108,1.19,109,0.92,monthly
GOOG,124.5,0.54,+36.99%,1.46,125.54,62.1%,2023-06-16,125,0.94,127,0.4,monthly
EOG,114.12,0.75,+36.59%,2.05,114.95,58.9%,2023-06-16,114.2,1.15,117,0.4,monthly
TGT,128.95,1.07,+36.52%,2.93,130.07,60.4%,2023-06-16,129,1.44,133,0.37,monthly
MRNA,127.67,1.33,+36.24%,3.67,129.33,60.5%,2023-06-16,128,2.31,133,0.98,monthly
ADBE,477.02,10.6,+36.05%,29.4,490.6,60.9%,2023-06-16,480,17,520,6.4,monthly
QCOM,124.68,0.53,+36.05%,1.47,125.53,58.3%,2023-06-16,125,1.14,127,0.61,monthly
AVGO,849.65,5.3,+36.05%,14.7,855.3,57.9%,2023-06-16,850,9.6,870,4.3,monthly
META,270.55,1.32,+35.87%,3.68,273.82,63.8%,2023-06-16,272.5,2.47,277.5,1.15,monthly
ADBE,477.02,3.95,+35.75%,11.05,493.95,63.5%,2023-06-16,490,13.35,505,9.4,monthly
KR,46.76,1.05,+35.59%,2.95,48.05,64.1%,2023-06-16,47,1.3,51,0.25,monthly
ADBE,477.02,7.85,+35.44%,22.15,492.85,62.7%,2023-06-16,485,15.1,515,7.25,monthly
PLUG,10.86,0.13,+35.14%,0.37,11.13,58.3%,2023-06-16,11,0.41,11.5,0.28,monthly
ORCL,117.31,0.78,+35.14%,2.22,118.78,64.7%,2023-06-16,118,1.34,121,0.56,monthly
PTON,9.49,0.13,+35.14%,0.37,9.63,56.1%,2023-06-16,9.5,0.3,10,0.17,monthly
COIN,52.07,0.26,+35.14%,0.74,54.26,66.1%,2023-06-16,54,1.1,55,0.84,monthly
CVNA,23.46,0.39,+35.14%,1.11,24.39,57.9%,2023-06-16,24,1.55,25.5,1.16,monthly
WFC,42.63,0.13,+35.14%,0.37,43.13,65.0%,2023-06-16,43,0.32,43.5,0.19,monthly
CCJ,31.47,0.13,+35.14%,0.37,31.63,54.9%,2023-06-16,31.5,0.39,32,0.26,monthly
MRVL,62.5,0.13,+35.14%,0.37,63.13,58.3%,2023-06-16,63,0.9,63.5,0.77,monthly
NVDA,405.59,2.6,+35.14%,7.4,412.6,64.7%,2023-06-16,410,5.1,420,2.5,monthly
WBD,13.99,0.13,+35.14%,0.37,14.13,57.9%,2023-06-16,14,0.23,14.5,0.1,monthly
PLTR,15.81,0.13,+35.14%,0.37,16.13,59.6%,2023-06-16,16,0.4,16.5,0.27,monthly
KR,46.76,0.26,+35.14%,0.74,48.26,66.2%,2023-06-16,48,0.88,49,0.62,monthly
AMZN,126.4,0.26,+35.14%,0.74,128.26,67.0%,2023-06-16,128,0.97,129,0.71,monthly
ADI,191.49,0.65,+35.14%,1.85,193.15,62.6%,2023-06-16,192.5,1.35,195,0.7,monthly
ON,92.48,0.52,+35.14%,1.48,93.52,59.7%,2023-06-16,93,1.21,95,0.69,monthly
DOCU,55.25,0.26,+35.14%,0.74,56.26,63.6%,2023-06-16,56,0.77,57,0.51,monthly
UBER,41.33,0.39,+35.14%,1.11,41.89,64.2%,2023-06-16,41.5,0.53,43,0.14,monthly
NEM,42.4,0.13,+35.14%,0.37,42.63,56.8%,2023-06-16,42.5,0.42,43,0.29,monthly
GOOGL,123.81,0.78,+35.14%,2.22,124.78,61.2%,2023-06-16,124,1.07,127,0.29,monthly
PANW,231.93,1.94,+34.89%,5.56,234.44,62.5%,2023-06-16,232.5,2.71,240,0.77,monthly
UPST,36.45,0.51,+34.23%,1.49,37.51,59.4%,2023-06-16,37,1.49,39,0.98,monthly
SQ,65.5,0.51,+34.23%,1.49,66.51,61.5%,2023-06-16,66,0.97,68,0.46,monthly
CVNA,23.46,0.51,+34.23%,1.49,24.51,58.9%,2023-06-16,24,1.55,26,1.04,monthly
TSM,107.53,0.51,+34.23%,1.49,108.51,59.1%,2023-06-16,108,1.19,110,0.68,monthly
TSLA,257.21,4.02,+34.04%,11.81,261.52,60.9%,2023-06-16,257.5,5.6,273.33,1.58,monthly
SLB,48.38,0.38,+33.93%,1.12,48.88,60.9%,2023-06-16,48.5,0.55,50,0.17,monthly
LI,31.33,0.38,+33.93%,1.12,31.88,63.6%,2023-06-16,31.5,0.53,33,0.15,monthly
NKE,106.88,0.76,+33.93%,2.24,107.76,62.1%,2023-06-16,107,0.94,110,0.18,monthly
TSLA,257.21,2.53,+33.87%,7.47,262.53,63.4%,2023-06-16,260,4.6,270,2.07,monthly
GS,342.7,0.63,+33.69%,1.87,345.63,64.9%,2023-06-16,345,1.82,347.5,1.19,monthly
SNOW,172.57,1.26,+33.69%,3.74,176.26,65.0%,2023-06-16,175,2.51,180,1.25,monthly
SHOP,63.62,0.25,+33.33%,0.75,65.25,67.6%,2023-06-16,65,0.86,66,0.61,monthly
GOOGL,123.81,0.25,+33.33%,0.75,125.25,66.4%,2023-06-16,125,0.71,126,0.46,monthly
ABBV,137.87,0.75,+33.33%,2.25,138.75,63.3%,2023-06-16,138,0.9,141,0.15,monthly
COIN,52.07,1,+33.33%,3,54,64.4%,2023-06-16,53,1.45,57,0.45,monthly
SE,64.84,0.75,+33.33%,2.25,65.75,61.3%,2023-06-16,65,1.1,68,0.35,monthly
TGT,128.95,0.5,+33.33%,1.5,130.5,64.2%,2023-06-16,130,1.03,132,0.53,monthly
JWN,19.92,0.25,+33.33%,0.75,20.25,61.6%,2023-06-16,20,0.36,21,0.11,monthly
UPST,36.45,0.25,+33.33%,0.75,37.25,57.2%,2023-06-16,37,1.49,38,1.24,monthly
PDD,77.5,0.25,+33.33%,0.75,79.25,65.7%,2023-06-16,79,1.08,80,0.83,monthly
MRVL,62.5,0.5,+33.33%,1.5,63.5,63.0%,2023-06-16,63,0.9,65,0.4,monthly
CFLT,36.95,0.75,+33.33%,2.25,37.75,60.4%,2023-06-16,37,1.1,40,0.35,monthly
BABA,87.67,0.75,+33.33%,2.25,88.75,61.7%,2023-06-16,88,1.24,91,0.49,monthly
ADBE,477.02,1.25,+33.33%,3.75,491.25,61.4%,2023-06-16,490,13.35,495,12.1,monthly
ON,92.48,0.25,+33.33%,0.75,93.25,57.2%,2023-06-16,93,1.21,94,0.96,monthly
WYNN,103.76,0.25,+33.33%,0.75,105.25,65.4%,2023-06-16,105,0.83,106,0.58,monthly
TFC,32.33,0.25,+33.33%,0.75,32.75,61.0%,2023-06-16,32.5,0.45,33.5,0.2,monthly
CPB,45.98,0.25,+33.33%,0.75,46.25,60.8%,2023-06-16,46,0.35,47,0.1,monthly
ADBE,477.02,8.7,+33.08%,26.3,493.7,63.3%,2023-06-16,485,15.1,520,6.4,monthly
AVGO,849.65,6.2,+32.98%,18.8,856.2,59.2%,2023-06-16,850,9.6,875,3.4,monthly
GOOG,124.5,0.62,+32.98%,1.88,125.62,62.9%,2023-06-16,125,0.94,127.5,0.32,monthly
DOCU,55.25,0.37,+32.74%,1.13,56.37,65.0%,2023-06-16,56,0.77,57.5,0.4,monthly
CVNA,23.46,0.74,+32.74%,2.26,24.74,60.8%,2023-06-16,24,1.55,27,0.81,monthly
AFRM,18.69,0.37,+32.74%,1.13,19.37,62.3%,2023-06-16,19,0.67,20.5,0.3,monthly
RBLX,39.68,0.37,+32.74%,1.13,40.37,61.7%,2023-06-16,40,0.69,41.5,0.32,monthly
AMD,126.58,0.74,+32.74%,2.26,127.74,56.5%,2023-06-16,127,1.87,130,1.13,monthly
SCHW,54.86,0.49,+32.45%,1.51,55.49,62.0%,2023-06-16,55,0.67,57,0.18,monthly
PDD,77.5,0.98,+32.45%,3.02,78.98,63.4%,2023-06-16,78,1.45,82,0.47,monthly
TSLA,257.21,1.02,+32.38%,3.15,263.52,65.7%,2023-06-16,262.5,3.75,266.67,2.73,monthly
ADBE,477.02,6.1,+32.28%,18.9,496.1,65.1%,2023-06-16,490,13.35,515,7.25,monthly
ZM,68.82,0.73,+32.16%,2.27,69.73,60.1%,2023-06-16,69,1.27,72,0.54,monthly
AMZN,126.4,0.97,+32.01%,3.03,127.97,64.5%,2023-06-16,127,1.33,131,0.36,monthly
ABNB,124.31,1.21,+31.93%,3.79,126.21,63.6%,2023-06-16,125,1.74,130,0.53,monthly
HD,300.43,1.21,+31.93%,3.79,303.71,67.3%,2023-06-16,302.5,1.83,307.5,0.62,monthly
TSLA,257.21,1.21,+31.93%,3.79,263.71,66.2%,2023-06-16,262.5,3.75,267.5,2.54,monthly
TSLA,257.21,4.22,+31.78%,13.28,261.72,61.4%,2023-06-16,257.5,5.6,275,1.38,monthly
MRVL,62.5,0.84,+31.58%,2.66,63.34,61.0%,2023-06-16,62.5,1.1,66,0.26,monthly
PYPL,63.44,0.24,+31.58%,0.76,64.24,63.9%,2023-06-16,64,0.59,65,0.35,monthly
NKE,106.88,0.24,+31.58%,0.76,108.24,68.3%,2023-06-16,108,0.56,109,0.32,monthly
MGM,43.75,0.24,+31.58%,0.76,44.24,63.2%,2023-06-16,44,0.41,45,0.17,monthly
NFLX,434.9,1.2,+31.58%,3.8,441.2,64.0%,2023-06-16,440,4.45,445,3.25,monthly
BTU,19.8,0.12,+31.58%,0.38,20.12,63.3%,2023-06-16,20,0.26,20.5,0.14,monthly
DKNG,26.15,0.24,+31.58%,0.76,26.74,66.1%,2023-06-16,26.5,0.4,27.5,0.16,monthly
CHWY,39.65,0.12,+31.58%,0.38,40.62,68.0%,2023-06-16,40.5,0.43,41,0.31,monthly
BILI,16.95,0.24,+31.58%,0.76,17.24,60.5%,2023-06-16,17,0.38,18,0.14,monthly
DIS,94.22,0.24,+31.58%,0.76,95.24,66.7%,2023-06-16,95,0.54,96,0.3,monthly
XOM,106.83,0.24,+31.58%,0.76,108.24,68.4%,2023-06-16,108,0.64,109,0.4,monthly
RUN,20.79,0.36,+31.58%,1.14,21.36,61.5%,2023-06-16,21,0.61,22.5,0.25,monthly
GOOGL,123.81,0.84,+31.58%,2.66,124.84,61.9%,2023-06-16,124,1.07,127.5,0.23,monthly
FCX,39.78,0.24,+31.58%,0.76,40.24,62.1%,2023-06-16,40,0.43,41,0.19,monthly
KR,46.76,0.48,+31.58%,1.52,48.48,68.4%,2023-06-16,48,0.88,50,0.4,monthly
CVNA,23.46,0.24,+31.58%,0.76,24.24,56.7%,2023-06-16,24,1.55,25,1.31,monthly
GM,37.78,0.24,+31.58%,0.76,38.24,63.3%,2023-06-16,38,0.38,39,0.14,monthly
PFE,40.24,0.12,+31.58%,0.38,40.62,67.5%,2023-06-16,40.5,0.23,41,0.11,monthly
UPST,36.45,0.72,+31.58%,2.28,37.72,61.2%,2023-06-16,37,1.49,40,0.77,monthly
CCJ,31.47,0.24,+31.58%,0.76,31.74,58.2%,2023-06-16,31.5,0.39,32.5,0.15,monthly
RIVN,15.31,0.12,+31.58%,0.38,15.62,59.0%,2023-06-16,15.5,0.39,16,0.27,monthly
KR,46.76,0.83,+31.09%,2.67,48.33,66.9%,2023-06-16,47.5,1.08,51,0.25,monthly
NFLX,434.9,4.74,+31.06%,15.26,439.74,60.8%,2023-06-16,435,6.3,455,1.56,monthly
CRWD,152.05,1.77,+30.89%,5.73,154.27,62.8%,2023-06-16,152.5,2.32,160,0.55,monthly
TGT,128.95,1.18,+30.89%,3.82,130.18,61.4%,2023-06-16,129,1.44,134,0.26,monthly
SHOP,63.62,0.94,+30.72%,3.06,64.94,64.4%,2023-06-16,64,1.23,68,0.29,monthly
ADBE,477.02,2.35,+30.72%,7.65,497.35,66.0%,2023-06-16,495,11.75,505,9.4,monthly
AMD,126.58,0.94,+30.72%,3.06,127.94,57.6%,2023-06-16,127,1.87,131,0.93,monthly
COIN,52.07,0.47,+30.72%,1.53,54.47,67.6%,2023-06-16,54,1.1,56,0.63,monthly
MSFT,333.81,1.76,+30.66%,5.74,336.76,64.6%,2023-06-16,335,2.3,342.5,0.54,monthly
CVNA,23.46,0.82,+30.60%,2.68,24.82,61.4%,2023-06-16,24,1.55,27.5,0.73,monthly
ALB,228.23,1.75,+30.43%,5.75,231.75,63.7%,2023-06-16,230,2.75,237.5,1,monthly
QCOM,124.68,0.7,+30.43%,2.3,125.7,59.9%,2023-06-16,125,1.14,128,0.44,monthly
AMGN,221.19,0.58,+30.21%,1.92,223.08,65.0%,2023-06-16,222.5,1.28,225,0.7,monthly
ADBE,477.02,6.95,+30.15%,23.05,496.95,65.7%,2023-06-16,490,13.35,520,6.4,monthly
MRNA,127.67,1.62,+30.11%,5.38,129.62,62.2%,2023-06-16,128,2.31,135,0.69,monthly
PLTR,15.81,0.23,+29.87%,0.77,16.23,62.4%,2023-06-16,16,0.4,17,0.17,monthly
AMZN,126.4,0.46,+29.87%,1.54,128.46,68.7%,2023-06-16,128,0.97,130,0.51,monthly
TSM,107.53,0.69,+29.87%,2.31,108.69,60.7%,2023-06-16,108,1.19,111,0.5,monthly
ORCL,117.31,0.92,+29.87%,3.08,118.92,66.0%,2023-06-16,118,1.34,122,0.42,monthly
GOOG,124.5,0.69,+29.87%,2.31,125.69,63.7%,2023-06-16,125,0.94,128,0.25,monthly
BABA,87.67,0.23,+29.87%,0.77,89.23,66.6%,2023-06-16,89,0.9,90,0.67,monthly
LVS,59.28,0.23,+29.87%,0.77,60.23,67.4%,2023-06-16,60,0.48,61,0.25,monthly
RBLX,39.68,0.46,+29.87%,1.54,40.46,63.1%,2023-06-16,40,0.69,42,0.23,monthly
IBM,137.65,0.23,+29.87%,0.77,138.23,59.6%,2023-06-16,138,0.68,139,0.45,monthly
ADBE,477.02,1.15,+29.87%,3.85,496.15,65.1%,2023-06-16,495,11.75,500,10.6,monthly
CHWY,39.65,0.46,+29.87%,1.54,40.46,65.2%,2023-06-16,40,0.61,42,0.15,monthly
TTD,77.1,0.23,+29.87%,0.77,78.23,63.5%,2023-06-16,78,0.83,79,0.6,monthly
PDD,77.5,0.46,+29.87%,1.54,79.46,67.4%,2023-06-16,79,1.08,81,0.62,monthly
DE,398.55,2.28,+29.53%,7.72,402.28,63.4%,2023-06-16,400,3.35,410,1.07,monthly
CVNA,23.46,0.57,+29.53%,1.93,25.07,63.4%,2023-06-16,24.5,1.38,27,0.81,monthly
