Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask"
AMZN,124.25,0.93,+44.93%,2.07,125.93,63.7%,2023-06-09,125,1.61,128,0.68
SQ,63.46,0.62,+44.93%,1.38,64.62,61.5%,2023-06-09,64,1.32,66,0.7
DKNG,24.92,0.31,+44.93%,0.69,25.31,59.0%,2023-06-09,25,0.62,26,0.31
GOOGL,124.67,0.31,+44.93%,0.69,125.31,56.2%,2023-06-09,125,1.46,126,1.15
NFLX,400.47,1.55,+44.93%,3.45,406.55,61.3%,2023-06-09,405,6.4,410,4.85
ALB,208.36,1.55,+44.93%,3.45,211.55,61.0%,2023-06-09,210,3.7,215,2.15
TSLA,213.97,3.07,+44.30%,6.93,218.07,61.3%,2023-06-09,215,5.25,225,2.18
NVDA,393.27,4.6,+44.23%,10.4,399.6,61.3%,2023-06-09,395,8.1,410,3.5
GOOGL,124.67,0.61,+43.88%,1.39,125.61,59.1%,2023-06-09,125,1.46,127,0.85
AAPL,180.95,0.76,+43.68%,1.74,183.26,63.5%,2023-06-09,182.5,1.99,185,1.23
MO,45.33,0.15,+42.86%,0.35,45.65,64.3%,2023-06-09,45.5,0.25,46,0.1
GOOGL,124.67,0.9,+42.86%,2.1,125.9,61.8%,2023-06-09,125,1.46,128,0.56
PARA,15.4,0.15,+42.86%,0.35,15.65,60.4%,2023-06-09,15.5,0.32,16,0.17
COIN,64.55,1.5,+42.86%,3.5,66.5,60.9%,2023-06-09,65,2.52,70,1.02
RIVN,14.48,0.3,+42.86%,0.7,14.8,59.3%,2023-06-09,14.5,0.52,15.5,0.22
SCHW,54.37,0.15,+42.86%,0.35,54.65,55.1%,2023-06-09,54.5,0.76,55,0.61
META,272.61,1.5,+42.86%,3.5,276.5,63.9%,2023-06-09,275,3.35,280,1.85
AFRM,15.7,0.15,+42.86%,0.35,16.15,59.3%,2023-06-09,16,0.62,16.5,0.47
PFE,38.36,0.15,+42.86%,0.35,38.65,61.2%,2023-06-09,38.5,0.35,39,0.2
GME,24.64,0.3,+42.86%,0.7,25.3,55.9%,2023-06-09,25,1.58,26,1.28
TSLA,213.97,1.49,+42.45%,3.51,218.99,63.7%,2023-06-09,217.5,4.25,222.5,2.76
XOM,105.76,1.19,+42.35%,2.81,107.19,63.0%,2023-06-09,106,1.59,110,0.4
BABA,84.27,0.59,+41.84%,1.41,85.59,61.1%,2023-06-09,85,1.54,87,0.95
CVX,156.26,0.73,+41.24%,1.77,158.23,63.4%,2023-06-09,157.5,1.67,160,0.94
DIS,90.77,0.58,+40.85%,1.42,91.58,61.5%,2023-06-09,91,0.97,93,0.39
GM,34.28,0.29,+40.85%,0.71,34.79,63.3%,2023-06-09,34.5,0.49,35.5,0.2
XOM,105.76,0.29,+40.85%,0.71,107.29,63.9%,2023-06-09,107,1.14,108,0.85
TSM,98.94,0.87,+40.85%,2.13,99.87,59.8%,2023-06-09,99,1.39,102,0.52
AMZN,124.25,0.29,+40.85%,0.71,126.29,66.4%,2023-06-09,126,1.22,127,0.93
BX,89,1.44,+40.45%,3.56,90.44,59.9%,2023-06-09,89,2.28,94,0.84
QCOM,115.62,1.15,+40.35%,2.85,117.15,61.9%,2023-06-09,116,1.84,120,0.69
SCHW,54.37,0.43,+40.19%,1.07,54.93,60.1%,2023-06-09,54.5,0.76,56,0.33
GME,24.64,0.57,+39.86%,1.43,25.57,58.2%,2023-06-09,25,1.58,27,1.01
TSLA,213.97,3.55,+39.66%,8.95,218.55,62.6%,2023-06-09,215,5.25,227.5,1.7
MSFT,335.4,1.42,+39.66%,3.58,338.92,66.0%,2023-06-09,337.5,2.6,342.5,1.18
PDD,69.54,0.85,+39.53%,2.15,70.85,60.6%,2023-06-09,70,1.75,73,0.9
PANW,217.24,1.41,+39.28%,3.59,221.41,64.4%,2023-06-09,220,3.3,225,1.89
TGT,133.22,1.12,+38.89%,2.88,135.12,64.1%,2023-06-09,134,1.72,138,0.6
MU,69.17,0.28,+38.89%,0.72,70.28,63.0%,2023-06-09,70,0.96,71,0.68
LULU,365.44,3.5,+38.89%,9,371,62.6%,2023-06-09,367.5,5.9,380,2.4
X,21.95,0.28,+38.89%,0.72,22.28,61.0%,2023-06-09,22,0.43,23,0.15
QCOM,115.62,0.28,+38.89%,0.72,117.28,62.9%,2023-06-09,117,1.43,118,1.15
UBER,39.73,0.28,+38.89%,0.72,40.28,62.9%,2023-06-09,40,0.53,41,0.25
COIN,64.55,0.28,+38.89%,0.72,65.28,54.2%,2023-06-09,65,2.52,66,2.24
NFLX,400.47,2.8,+38.89%,7.2,407.8,63.6%,2023-06-09,405,6.4,415,3.6
EQT,36.55,0.28,+38.89%,0.72,37.28,63.0%,2023-06-09,37,0.67,38,0.39
SPWR,10.89,0.14,+38.89%,0.36,11.14,60.2%,2023-06-09,11,0.31,11.5,0.17
AAL,14.87,0.14,+38.89%,0.36,15.14,64.4%,2023-06-09,15,0.23,15.5,0.09
AMZN,124.25,1.11,+38.41%,2.89,126.11,65.1%,2023-06-09,125,1.61,129,0.5
PYPL,63.96,0.83,+38.25%,2.17,64.83,62.2%,2023-06-09,64,1.1,67,0.27
SQ,63.46,0.83,+38.25%,2.17,64.83,63.5%,2023-06-09,64,1.32,67,0.49
TSLA,213.97,2.07,+38.12%,5.43,219.57,65.2%,2023-06-09,217.5,4.25,225,2.18
NVDA,393.27,5.5,+37.93%,14.5,400.5,62.8%,2023-06-09,395,8.1,415,2.6
XOM,105.76,0.55,+37.93%,1.45,107.55,66.1%,2023-06-09,107,1.14,109,0.59
ON,86.83,0.55,+37.93%,1.45,88.55,64.5%,2023-06-09,88,1.33,90,0.78
DVN,48.53,0.55,+37.93%,1.45,49.55,64.3%,2023-06-09,49,0.89,51,0.34
META,272.61,2.06,+37.87%,5.44,277.06,65.8%,2023-06-09,275,3.35,282.5,1.29
DKNG,24.92,0.41,+37.61%,1.09,25.41,61.2%,2023-06-09,25,0.62,26.5,0.21
V,228.79,0.68,+37.36%,1.82,230.68,64.5%,2023-06-09,230,1.45,232.5,0.77
TGT,133.22,0.27,+36.99%,0.73,135.27,65.2%,2023-06-09,135,1.32,136,1.05
AMD,117.86,0.27,+36.99%,0.73,120.27,64.3%,2023-06-09,120,1.75,121,1.48
OXY,59.69,0.54,+36.99%,1.46,60.54,63.0%,2023-06-09,60,0.82,62,0.28
MRVL,60.18,0.27,+36.99%,0.73,61.27,62.5%,2023-06-09,61,1.01,62,0.74
COIN,64.55,0.54,+36.99%,1.46,66.54,61.1%,2023-06-09,66,2.07,68,1.53
NVDA,393.27,1.35,+36.99%,3.65,401.35,64.2%,2023-06-09,400,6.1,405,4.75
AMZN,124.25,0.54,+36.99%,1.46,126.54,68.3%,2023-06-09,126,1.22,128,0.68
TGT,133.22,0.54,+36.99%,1.46,135.54,67.1%,2023-06-09,135,1.32,137,0.78
BABA,84.27,0.27,+36.99%,0.73,85.27,58.4%,2023-06-09,85,1.54,86,1.27
COIN,64.55,0.81,+36.99%,2.19,66.81,62.5%,2023-06-09,66,2.07,69,1.26
BIDU,133.45,1.34,+36.61%,3.66,136.34,63.2%,2023-06-09,135,2.76,140,1.42
ABNB,118.06,1.33,+36.24%,3.67,121.33,65.7%,2023-06-09,120,2.4,125,1.07
WMT,148.82,0.93,+36.19%,2.57,149.93,64.6%,2023-06-09,149,1.09,152.5,0.16
COIN,64.55,1.05,+35.59%,2.95,67.05,63.8%,2023-06-09,66,2.07,70,1.02
XOM,105.76,1.31,+35.50%,3.69,107.31,64.1%,2023-06-09,106,1.59,111,0.28
COIN,64.55,1.83,+35.40%,5.17,66.83,62.6%,2023-06-09,65,2.52,72,0.69
GOOGL,124.67,1.04,+35.14%,2.96,126.04,63.1%,2023-06-09,125,1.46,129,0.42
JD,35.43,0.13,+35.14%,0.37,36.13,63.1%,2023-06-09,36,0.6,36.5,0.47
RIOT,11.71,0.13,+35.14%,0.37,12.13,60.0%,2023-06-09,12,0.51,12.5,0.38
NVDA,393.27,2.6,+35.14%,7.4,402.6,66.3%,2023-06-09,400,6.1,410,3.5
XPEV,8.44,0.13,+35.14%,0.37,8.63,59.2%,2023-06-09,8.5,0.27,9,0.14
BABA,84.27,0.26,+35.14%,0.74,86.26,66.3%,2023-06-09,86,1.21,87,0.95
SNAP,10.41,0.13,+35.14%,0.37,10.63,61.8%,2023-06-09,10.5,0.24,11,0.11
TSM,98.94,0.52,+35.14%,1.48,100.52,66.3%,2023-06-09,100,1.04,102,0.52
PYPL,63.96,0.26,+35.14%,0.74,65.26,67.8%,2023-06-09,65,0.69,66,0.43
M,15.42,0.13,+35.14%,0.37,15.63,57.3%,2023-06-09,15.5,0.39,16,0.26
TSLA,213.97,3.89,+35.01%,11.11,218.89,63.5%,2023-06-09,215,5.25,230,1.36
TSM,98.94,1.03,+34.68%,2.97,100.03,61.4%,2023-06-09,99,1.39,103,0.36
BABA,84.27,0.77,+34.53%,2.23,85.77,62.5%,2023-06-09,85,1.54,88,0.77
ABNB,118.06,0.77,+34.53%,2.23,120.77,63.2%,2023-06-09,120,2.4,123,1.63
JNJ,156.97,0.64,+34.41%,1.86,158.14,65.4%,2023-06-09,157.5,0.87,160,0.23
PEP,184.06,0.64,+34.41%,1.86,185.64,67.7%,2023-06-09,185,0.94,187.5,0.3
COST,512.59,2.56,+34.41%,7.44,517.56,66.5%,2023-06-09,515,3.55,525,0.99
DOCU,57.47,1.79,+34.36%,5.21,61.79,66.3%,2023-06-09,60,2.85,67,1.06
TSLA,213.97,2.55,+34.23%,7.45,220.05,66.4%,2023-06-09,217.5,4.25,227.5,1.7
CVNA,15.68,0.51,+34.23%,1.49,16.51,60.2%,2023-06-09,16,1.09,18,0.58
CVNA,15.68,0.38,+33.93%,1.12,16.38,58.7%,2023-06-09,16,1.09,17.5,0.71
GME,24.64,0.38,+33.93%,1.12,25.88,60.8%,2023-06-09,25.5,1.39,27,1.01
FCX,37.19,0.38,+33.93%,1.12,37.88,64.9%,2023-06-09,37.5,0.59,39,0.21
PANW,217.24,0.63,+33.69%,1.87,220.63,61.8%,2023-06-09,220,3.3,222.5,2.67
GME,24.64,0.75,+33.33%,2.25,25.75,59.7%,2023-06-09,25,1.58,28,0.83
OKTA,73.83,0.5,+33.33%,1.5,75.5,64.4%,2023-06-09,75,1.29,77,0.79
AAPL,180.95,1.25,+33.33%,3.75,183.75,66.2%,2023-06-09,182.5,1.99,187.5,0.74
GOOG,125.23,0.5,+33.33%,1.5,126.5,62.4%,2023-06-09,126,1.2,128,0.7
CVNA,15.68,0.25,+33.33%,0.75,16.25,57.1%,2023-06-09,16,1.09,17,0.84
PFE,38.36,0.25,+33.33%,0.75,38.75,64.9%,2023-06-09,38.5,0.35,39.5,0.1
MU,69.17,0.5,+33.33%,1.5,70.5,65.5%,2023-06-09,70,0.96,72,0.46
SQ,63.46,0.25,+33.33%,0.75,65.25,67.3%,2023-06-09,65,0.95,66,0.7
AMZN,124.25,1.24,+32.98%,3.76,126.24,66.0%,2023-06-09,125,1.61,130,0.37
OXY,59.69,0.62,+32.98%,1.88,60.62,64.1%,2023-06-09,60,0.82,62.5,0.2
BX,89,0.99,+32.89%,3.01,90.99,63.5%,2023-06-09,90,1.83,94,0.84
QCOM,115.62,0.74,+32.74%,2.26,117.74,66.3%,2023-06-09,117,1.43,120,0.69
RIVN,14.48,0.37,+32.74%,1.13,14.87,61.3%,2023-06-09,14.5,0.52,16,0.15
XOM,105.76,0.74,+32.74%,2.26,107.74,67.7%,2023-06-09,107,1.14,110,0.4
NVDA,393.27,6.16,+32.70%,18.84,401.16,63.9%,2023-06-09,395,8.1,420,1.94
BA,213.32,1.23,+32.63%,3.77,216.23,65.2%,2023-06-09,215,2.1,220,0.87
CRWD,151.32,1.84,+32.51%,5.66,154.34,64.4%,2023-06-09,152.5,2.76,160,0.92
CRM,213.03,0.61,+32.28%,1.89,215.61,62.7%,2023-06-09,215,2.32,217.5,1.71
NFLX,400.47,3.66,+32.28%,11.34,408.66,65.1%,2023-06-09,405,6.4,420,2.74
META,272.61,0.61,+32.28%,1.89,278.11,69.2%,2023-06-09,277.5,2.46,280,1.85
SHOP,58.29,0.73,+32.16%,2.27,59.73,65.4%,2023-06-09,59,1.12,62,0.39
SQ,63.46,0.97,+32.01%,3.03,64.97,64.8%,2023-06-09,64,1.32,68,0.35
META,272.61,2.41,+31.75%,7.59,277.41,66.9%,2023-06-09,275,3.35,285,0.94
CSCO,50.02,0.12,+31.58%,0.38,50.62,67.2%,2023-06-09,50.5,0.31,51,0.19
AA,34.94,0.72,+31.58%,2.28,35.72,63.4%,2023-06-09,35,0.87,38,0.15
GOOGL,124.67,0.48,+31.58%,1.52,126.48,67.0%,2023-06-09,126,1.04,128,0.56
BAC,28.71,0.12,+31.58%,0.38,29.12,66.8%,2023-06-09,29,0.26,29.5,0.14
DIS,90.77,0.72,+31.58%,2.28,91.72,63.4%,2023-06-09,91,0.97,94,0.25
PDD,69.54,1.2,+31.58%,3.8,71.2,63.3%,2023-06-09,70,1.75,75,0.55
UPST,29.57,0.48,+31.58%,1.52,30.48,58.2%,2023-06-09,30,1.47,32,0.99
AMZN,124.25,0.72,+31.58%,2.28,126.72,69.6%,2023-06-09,126,1.22,129,0.5
TGT,133.22,0.72,+31.58%,2.28,135.72,68.3%,2023-06-09,135,1.32,138,0.6
ENPH,181.86,1.2,+31.58%,3.8,186.2,63.9%,2023-06-09,185,3.45,190,2.25
M,15.42,0.24,+31.58%,0.76,15.74,61.1%,2023-06-09,15.5,0.39,16.5,0.15
GS,323.65,0.6,+31.58%,1.9,328.1,69.4%,2023-06-09,327.5,1.8,330,1.2
JD,35.43,0.24,+31.58%,0.76,36.24,65.1%,2023-06-09,36,0.6,37,0.36
RIOT,11.71,0.24,+31.58%,0.76,12.24,62.5%,2023-06-09,12,0.51,13,0.27
CVNA,15.68,0.12,+31.58%,0.38,16.12,55.5%,2023-06-09,16,1.09,16.5,0.97
TSLA,213.97,4.18,+31.38%,13.32,219.18,64.2%,2023-06-09,215,5.25,232.5,1.07
CRM,213.03,1.19,+31.23%,3.81,216.19,65.4%,2023-06-09,215,2.32,220,1.13
GOOG,125.23,0.71,+31.00%,2.29,126.71,64.3%,2023-06-09,126,1.2,129,0.49
DVN,48.53,0.71,+31.00%,2.29,49.71,66.4%,2023-06-09,49,0.89,52,0.18
COIN,64.55,0.71,+31.00%,2.29,67.71,67.1%,2023-06-09,67,1.73,70,1.02
SCHW,54.37,0.59,+30.89%,1.91,55.09,62.9%,2023-06-09,54.5,0.76,57,0.17
TSLA,213.97,0.59,+30.89%,1.91,220.59,67.8%,2023-06-09,220,3.35,222.5,2.76
AMD,117.86,2.12,+30.81%,6.88,120.12,63.4%,2023-06-09,118,2.58,127,0.46
DKNG,24.92,0.47,+30.72%,1.53,25.47,62.5%,2023-06-09,25,0.62,27,0.15
COIN,64.55,0.47,+30.72%,1.53,67.47,65.9%,2023-06-09,67,1.73,69,1.26
XOM,105.76,1.41,+30.72%,4.59,107.41,64.9%,2023-06-09,106,1.59,112,0.18
BABA,84.27,0.94,+30.72%,3.06,85.94,63.8%,2023-06-09,85,1.54,89,0.6
META,272.61,1.17,+30.55%,3.83,278.67,71.0%,2023-06-09,277.5,2.46,282.5,1.29
TSLA,213.97,1.17,+30.55%,3.83,221.17,69.2%,2023-06-09,220,3.35,225,2.18
MSFT,335.4,1.75,+30.43%,5.75,339.25,67.4%,2023-06-09,337.5,2.6,345,0.85
NVDA,393.27,3.5,+30.43%,11.5,403.5,67.7%,2023-06-09,400,6.1,415,2.6
PYPL,63.96,0.93,+30.29%,3.07,64.93,63.5%,2023-06-09,64,1.1,68,0.17
GOOGL,124.67,1.16,+30.21%,3.84,126.16,64.2%,2023-06-09,125,1.46,130,0.3
TSLA,213.97,2.89,+30.07%,9.61,220.39,67.3%,2023-06-09,217.5,4.25,230,1.36
DIS,90.77,0.23,+29.87%,0.77,92.23,70.1%,2023-06-09,92,0.62,93,0.39
PARA,15.4,0.23,+29.87%,0.77,15.73,63.6%,2023-06-09,15.5,0.32,16.5,0.09
ORCL,105.89,0.92,+29.87%,3.08,106.92,64.5%,2023-06-09,106,1.1,110,0.18
COIN,64.55,1.38,+29.87%,4.62,67.38,65.5%,2023-06-09,66,2.07,72,0.69
COIN,64.55,0.23,+29.87%,0.77,66.23,59.4%,2023-06-09,66,2.07,67,1.84
SQ,63.46,0.46,+29.87%,1.54,65.46,69.1%,2023-06-09,65,0.95,67,0.49
AMZN,124.25,0.23,+29.87%,0.77,127.23,73.1%,2023-06-09,127,0.91,128,0.68
TGT,133.22,1.38,+29.87%,4.62,135.38,66.0%,2023-06-09,134,1.72,140,0.34
SCHW,54.37,0.23,+29.87%,0.77,55.23,65.3%,2023-06-09,55,0.56,56,0.33
CVNA,15.68,0.34,+29.31%,1.16,16.84,64.0%,2023-06-09,16.5,0.92,18,0.58
TSM,98.94,0.68,+29.31%,2.32,100.68,67.8%,2023-06-09,100,1.04,103,0.36
TSM,98.94,1.13,+29.20%,3.87,100.13,62.4%,2023-06-09,99,1.39,104,0.26
GME,24.64,0.9,+29.03%,3.1,25.9,61.0%,2023-06-09,25,1.58,29,0.68
GME,24.64,0.56,+28.87%,1.94,26.06,62.3%,2023-06-09,25.5,1.39,28,0.83
UPST,29.57,0.67,+28.76%,2.33,30.67,59.8%,2023-06-09,30,1.47,33,0.8
AMZN,124.25,1.34,+28.76%,4.66,126.34,66.8%,2023-06-09,125,1.61,131,0.27
NFLX,400.47,4.45,+28.62%,15.55,409.45,66.4%,2023-06-09,405,6.4,425,1.95
NVDA,393.27,6.61,+28.26%,23.39,401.61,64.6%,2023-06-09,395,8.1,425,1.49
MARA,10.03,0.11,+28.21%,0.39,10.61,64.4%,2023-06-09,10.5,0.41,11,0.3
XOM,105.76,0.22,+28.21%,0.78,108.22,71.5%,2023-06-09,108,0.81,109,0.59
PLUG,8.77,0.11,+28.21%,0.39,9.11,65.3%,2023-06-09,9,0.24,9.5,0.13
NFLX,400.47,1.1,+28.21%,3.9,411.1,69.2%,2023-06-09,410,4.7,415,3.6
TGT,133.22,0.22,+28.21%,0.78,136.22,71.5%,2023-06-09,136,1,137,0.78
PLTR,14.52,0.11,+28.21%,0.39,15.11,66.0%,2023-06-09,15,0.36,15.5,0.25
PTON,8.37,0.11,+28.21%,0.39,8.61,61.2%,2023-06-09,8.5,0.25,9,0.14
BABA,84.27,0.44,+28.21%,1.56,86.44,67.7%,2023-06-09,86,1.21,88,0.77
NVDA,393.27,1.1,+28.21%,3.9,406.1,71.7%,2023-06-09,405,4.6,410,3.5
JD,35.43,0.33,+28.21%,1.17,36.33,66.6%,2023-06-09,36,0.6,37.5,0.27
OXY,59.69,0.66,+28.21%,2.34,60.66,64.7%,2023-06-09,60,0.82,63,0.16
MU,69.17,0.66,+28.21%,2.34,70.66,67.2%,2023-06-09,70,0.96,73,0.3
RIVN,14.48,0.11,+28.21%,0.39,15.11,67.7%,2023-06-09,15,0.33,15.5,0.22
DKNG,24.92,0.11,+28.21%,0.39,25.61,65.6%,2023-06-09,25.5,0.42,26,0.31
TSLA,213.97,1.65,+28.21%,5.85,221.65,70.3%,2023-06-09,220,3.35,227.5,1.7
GME,24.64,0.22,+28.21%,0.78,26.22,63.6%,2023-06-09,26,1.23,27,1.01
AMD,117.86,2.19,+28.04%,7.81,120.19,63.8%,2023-06-09,118,2.58,128,0.39
TSLA,213.97,4.38,+28.04%,15.62,219.38,64.7%,2023-06-09,215,5.25,235,0.87
LULU,365.44,4.92,+27.99%,17.58,372.42,65.6%,2023-06-09,367.5,5.9,390,0.98
COP,102.35,1.53,+27.97%,5.47,104.53,66.5%,2023-06-09,103,1.73,110,0.2
AMD,117.86,1.53,+27.97%,5.47,120.53,65.7%,2023-06-09,119,2.09,126,0.56
META,272.61,2.7,+27.55%,9.8,277.7,67.9%,2023-06-09,275,3.35,287.5,0.65
SHOP,58.29,0.86,+27.39%,3.14,59.86,66.6%,2023-06-09,59,1.12,63,0.26
UBER,39.73,0.43,+27.39%,1.57,40.43,66.2%,2023-06-09,40,0.53,42,0.1
JPM,140.47,0.86,+27.39%,3.14,141.86,67.0%,2023-06-09,141,1.03,145,0.17
XOM,105.76,0.86,+27.39%,3.14,107.86,68.7%,2023-06-09,107,1.14,111,0.28
BABA,84.27,1.07,+27.23%,3.93,86.07,64.9%,2023-06-09,85,1.54,90,0.47
RIOT,11.71,0.32,+27.12%,1.18,12.32,64.3%,2023-06-09,12,0.51,13.5,0.19
AMZN,124.25,0.85,+26.98%,3.15,126.85,70.5%,2023-06-09,126,1.22,130,0.37
GOOG,125.23,0.85,+26.98%,3.15,126.85,65.6%,2023-06-09,126,1.2,130,0.35
MSFT,335.4,2.12,+26.90%,7.88,339.62,68.9%,2023-06-09,337.5,2.6,347.5,0.48
COIN,64.55,2.12,+26.90%,7.88,67.12,64.1%,2023-06-09,65,2.52,75,0.4
TSLA,213.97,3.18,+26.90%,11.82,220.68,68.0%,2023-06-09,217.5,4.25,232.5,1.07
RIVN,14.48,0.42,+26.58%,1.58,14.92,62.6%,2023-06-09,14.5,0.52,16.5,0.1
QCOM,115.62,0.42,+26.58%,1.58,118.42,71.0%,2023-06-09,118,1.11,120,0.69
DKNG,24.92,0.21,+26.58%,0.79,25.71,67.6%,2023-06-09,25.5,0.42,26.5,0.21
PYPL,63.96,0.42,+26.58%,1.58,65.42,69.8%,2023-06-09,65,0.69,67,0.27
CVNA,15.68,0.21,+26.58%,0.79,16.71,62.5%,2023-06-09,16.5,0.92,17.5,0.71
UPST,29.57,0.84,+26.58%,3.16,30.84,61.3%,2023-06-09,30,1.47,34,0.63
AAPL,180.95,1.56,+26.26%,5.94,184.06,67.9%,2023-06-09,182.5,1.99,190,0.43
GME,24.64,1.04,+26.26%,3.96,26.04,62.2%,2023-06-09,25,1.58,30,0.54
COIN,64.55,1.04,+26.26%,3.96,68.04,68.7%,2023-06-09,67,1.73,72,0.69
NVDA,393.27,4.16,+26.26%,15.84,404.16,68.8%,2023-06-09,400,6.1,420,1.94
CRM,213.03,1.55,+26.05%,5.95,216.55,67.0%,2023-06-09,215,2.32,222.5,0.77
GOOGL,124.67,0.62,+26.05%,2.38,126.62,68.3%,2023-06-09,126,1.04,129,0.42
GS,323.65,1.03,+25.94%,3.97,328.53,71.1%,2023-06-09,327.5,1.8,332.5,0.77
BA,213.32,1.54,+25.84%,5.96,216.54,66.7%,2023-06-09,215,2.1,222.5,0.56
AMZN,124.25,0.41,+25.79%,1.59,127.41,74.3%,2023-06-09,127,0.91,129,0.5
XOM,105.76,0.41,+25.79%,1.59,108.41,73.0%,2023-06-09,108,0.81,110,0.4
WMT,148.82,0.51,+25.63%,1.99,150.51,71.5%,2023-06-09,150,0.67,152.5,0.16
AMD,117.86,1.63,+25.59%,6.37,120.63,66.3%,2023-06-09,119,2.09,127,0.46
AMD,117.86,2.24,+25.57%,8.76,120.24,64.1%,2023-06-09,118,2.58,129,0.34
BABA,84.27,0.61,+25.52%,2.39,86.61,69.0%,2023-06-09,86,1.21,89,0.6
GME,24.64,0.71,+25.45%,2.79,26.21,63.5%,2023-06-09,25.5,1.39,29,0.68
META,272.61,1.52,+25.42%,5.98,279.02,72.0%,2023-06-09,277.5,2.46,285,0.94
GOOGL,124.67,1.21,+25.26%,4.79,126.21,64.6%,2023-06-09,125,1.46,131,0.25
TSM,98.94,1.21,+25.26%,4.79,100.21,63.2%,2023-06-09,99,1.39,105,0.18
AMZN,124.25,1.41,+25.22%,5.59,126.41,67.3%,2023-06-09,125,1.61,132,0.2
GOLD,17.31,0.1,+25.00%,0.4,17.6,66.4%,2023-06-09,17.5,0.18,18,0.08
