Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask"
MRVL,48.6,0.66,+49.25%,1.34,49.66,56.9%,2023-05-26,49,1.86,51,1.2
AMZN,114.88,1.32,+49.25%,2.68,116.32,60.8%,2023-06-02,115,2.05,119,0.73
MSFT,325.85,1.63,+48.37%,3.37,329.13,60.1%,2023-06-02,327.5,3.45,332.5,1.82
MU,69.25,0.65,+48.15%,1.35,70.65,63.0%,2023-06-02,70,1.28,72,0.63
AMZN,114.88,0.65,+48.15%,1.35,116.65,63.1%,2023-06-02,116,1.61,118,0.96
NFLX,362.85,3.25,+48.15%,6.75,368.25,57.8%,2023-06-02,365,6.45,375,3.2
KSS,20.01,0.16,+47.06%,0.34,20.16,56.6%,2023-05-26,20,0.43,20.5,0.27
SQ,59.4,0.64,+47.06%,1.36,60.64,59.0%,2023-06-02,60,1.38,62,0.74
CRM,210.61,1.6,+47.06%,3.4,216.6,59.8%,2023-06-02,215,6.15,220,4.55
META,253.85,2.4,+47.06%,5.1,257.4,60.5%,2023-06-02,255,4.1,262.5,1.7
M,14.23,0.48,+47.06%,1.02,14.98,61.6%,2023-06-02,14.5,0.88,16,0.4
PFE,37.99,0.32,+47.06%,0.68,38.32,58.7%,2023-06-02,38,0.55,39,0.23
GS,323.53,1.59,+46.63%,3.41,326.59,58.9%,2023-06-02,325,3.15,330,1.56
PANW,207.2,0.78,+45.35%,1.72,210.78,62.2%,2023-06-02,210,2.72,212.5,1.94
AMD,119.24,1.56,+45.35%,3.44,121.56,58.6%,2023-06-02,120,3,125,1.44
META,253.85,0.78,+45.35%,1.72,258.28,63.2%,2023-06-02,257.5,3.1,260,2.32
AMD,119.24,0.31,+44.93%,0.69,120.31,56.2%,2023-05-26,120,1.19,121,0.88
GPS,7.44,0.31,+44.93%,0.69,7.81,60.9%,2023-05-26,7.5,0.49,8.5,0.18
GOOGL,123.32,0.31,+44.93%,0.69,125.31,62.6%,2023-06-02,125,1.39,126,1.08
XOM,106.01,0.62,+44.93%,1.38,107.62,64.2%,2023-06-02,107,1.2,109,0.58
DKNG,23.82,0.31,+44.93%,0.69,24.31,60.1%,2023-06-02,24,0.63,25,0.32
GOOG,124.03,0.93,+44.93%,2.07,125.93,61.9%,2023-06-02,125,1.69,128,0.76
TSLA,184.73,1.54,+44.51%,3.46,189.04,60.5%,2023-06-02,187.5,3.75,192.5,2.21
PDD,60.94,1.23,+44.40%,2.77,63.23,58.7%,2023-05-26,62,3.45,66,2.22
NFLX,362.85,3.8,+43.68%,8.7,368.8,58.9%,2023-06-02,365,6.45,377.5,2.65
PINS,23.69,0.15,+42.86%,0.35,24.15,60.7%,2023-06-02,24,0.43,24.5,0.28
CHPT,8.28,0.15,+42.86%,0.35,8.65,60.1%,2023-06-02,8.5,0.4,9,0.25
AMZN,114.88,1.5,+42.86%,3.5,116.5,62.1%,2023-06-02,115,2.05,120,0.55
GOOG,124.03,0.3,+42.86%,0.7,126.3,64.5%,2023-06-02,126,1.3,127,1
M,14.23,0.15,+42.86%,0.35,15.15,64.0%,2023-06-02,15,0.68,15.5,0.53
C,44.26,0.45,+42.86%,1.05,44.95,64.2%,2023-06-02,44.5,0.64,46,0.19
GOOGL,123.32,1.19,+42.35%,2.81,125.19,61.8%,2023-06-02,124,1.8,128,0.61
ENPH,162.88,1.48,+42.05%,3.52,166.48,62.1%,2023-06-02,165,3.35,170,1.87
PDD,60.94,1.48,+42.05%,3.52,63.48,59.6%,2023-05-26,62,3.45,67,1.97
OXY,58.75,0.59,+41.84%,1.41,59.59,61.7%,2023-06-02,59,0.85,61,0.26
AMZN,114.88,0.88,+41.51%,2.12,116.88,64.7%,2023-06-02,116,1.61,119,0.73
AMD,119.24,1.17,+41.34%,2.83,122.17,61.3%,2023-06-02,121,2.61,125,1.44
FCX,33.67,0.29,+40.85%,0.71,34.29,63.2%,2023-06-02,34,0.58,35,0.29
GOOGL,123.32,0.58,+40.85%,1.42,125.58,64.5%,2023-06-02,125,1.39,127,0.81
AMZN,114.88,0.29,+40.85%,0.71,117.29,67.4%,2023-06-02,117,1.25,118,0.96
M,14.23,0.58,+40.85%,1.42,15.08,63.0%,2023-06-02,14.5,0.88,16.5,0.3
META,253.85,2.87,+40.25%,7.13,257.87,62.0%,2023-06-02,255,4.1,265,1.23
GM,32.43,0.43,+40.19%,1.07,32.93,60.6%,2023-06-02,32.5,0.55,34,0.12
MSFT,325.85,2.15,+40.19%,5.35,329.65,61.9%,2023-06-02,327.5,3.45,335,1.3
NFLX,362.85,4.26,+39.66%,10.74,369.26,59.8%,2023-06-02,365,6.45,380,2.19
MU,69.25,0.85,+39.53%,2.15,70.85,64.9%,2023-06-02,70,1.28,73,0.43
SQ,59.4,0.85,+39.53%,2.15,60.85,60.8%,2023-06-02,60,1.38,63,0.53
COIN,57.04,0.85,+39.53%,2.15,57.85,61.0%,2023-05-26,57,1.14,60,0.29
XPEV,7.97,0.14,+38.89%,0.36,8.14,57.8%,2023-06-02,8,0.3,8.5,0.16
MRVL,48.6,0.28,+38.89%,0.72,50.28,61.3%,2023-05-26,50,1.48,51,1.2
PLTR,12.94,0.14,+38.89%,0.36,13.14,55.2%,2023-06-02,13,0.51,13.5,0.37
MSFT,325.85,0.7,+38.89%,1.8,330.7,65.5%,2023-06-02,330,2.52,332.5,1.82
META,253.85,1.4,+38.89%,3.6,258.9,65.1%,2023-06-02,257.5,3.1,262.5,1.7
M,14.23,0.28,+38.89%,0.72,15.28,65.7%,2023-06-02,15,0.68,16,0.4
AAPL,173.35,0.7,+38.89%,1.8,175.7,65.8%,2023-06-02,175,1.29,177.5,0.59
GOOG,124.03,1.12,+38.89%,2.88,126.12,63.2%,2023-06-02,125,1.69,129,0.57
GS,323.53,0.7,+38.89%,1.8,325.7,63.8%,2023-05-26,325,1.43,327.5,0.73
AAL,14.3,0.14,+38.89%,0.36,14.64,65.4%,2023-06-02,14.5,0.25,15,0.11
KSS,20.01,0.28,+38.89%,0.72,20.28,60.9%,2023-05-26,20,0.43,21,0.15
PANW,207.2,1.39,+38.50%,3.61,211.39,64.5%,2023-06-02,210,2.72,215,1.33
MRVL,48.6,1.11,+38.41%,2.89,50.11,60.1%,2023-05-26,49,1.86,53,0.75
PDD,60.94,0.83,+38.25%,2.17,63.83,60.9%,2023-05-26,63,3.05,66,2.22
TSLA,184.73,2.07,+38.12%,5.43,189.57,62.1%,2023-06-02,187.5,3.75,195,1.68
NFLX,362.85,2.75,+37.93%,7.25,370.25,61.7%,2023-06-02,367.5,5.4,377.5,2.65
RBLX,39.53,0.55,+37.93%,1.45,40.55,61.5%,2023-06-02,40,0.93,42,0.38
AMD,119.24,0.55,+37.93%,1.45,120.55,58.5%,2023-05-26,120,1.19,122,0.64
AMZN,114.88,1.64,+37.61%,4.36,116.64,63.1%,2023-06-02,115,2.05,121,0.41
PDD,60.94,2.46,+37.61%,6.54,63.46,59.5%,2023-05-26,61,3.85,70,1.39
BA,201.08,0.68,+37.36%,1.82,205.68,67.7%,2023-06-02,205,2.03,207.5,1.35
SQ,59.4,0.27,+36.99%,0.73,61.27,64.3%,2023-06-02,61,1.01,62,0.74
PDD,60.94,2.16,+36.99%,5.84,64.16,60.8%,2023-06-02,62,3.95,70,1.79
AFRM,13.68,0.27,+36.99%,0.73,14.27,61.7%,2023-06-02,14,0.57,15,0.3
PDD,60.94,1.08,+36.99%,2.92,64.08,61.8%,2023-05-26,63,3.05,67,1.97
GOOG,124.03,0.54,+36.99%,1.46,126.54,66.1%,2023-06-02,126,1.3,128,0.76
DVN,48.21,0.27,+36.99%,0.73,49.27,65.1%,2023-06-02,49,0.63,50,0.36
SCHW,53.95,0.27,+36.99%,0.73,55.27,66.2%,2023-06-02,55,0.7,56,0.43
AMAT,129.57,0.54,+36.99%,1.46,130.54,61.9%,2023-05-26,130,0.92,132,0.38
GOOGL,123.32,1.34,+36.61%,3.66,125.34,62.8%,2023-06-02,124,1.8,129,0.46
XOM,106.01,0.8,+36.36%,2.2,107.8,65.7%,2023-06-02,107,1.2,110,0.4
AI,28.11,0.8,+36.36%,2.2,29.8,58.6%,2023-06-02,29,2.45,32,1.65
PFE,37.99,0.4,+36.36%,1.1,38.4,60.9%,2023-06-02,38,0.55,39.5,0.15
JPM,135.86,1.33,+36.24%,3.67,137.33,62.7%,2023-06-02,136,1.57,141,0.24
CVX,154.86,1.99,+36.12%,5.51,156.99,63.1%,2023-06-02,155,2.28,162.5,0.29
NFLX,362.85,4.64,+36.08%,12.86,369.64,60.5%,2023-06-02,365,6.45,382.5,1.81
AMZN,114.88,1.06,+36.05%,2.94,117.06,65.9%,2023-06-02,116,1.61,120,0.55
CHWY,30.42,0.53,+36.05%,1.47,32.53,66.7%,2023-06-02,32,1.13,34,0.6
TSLA,184.73,0.66,+35.87%,1.84,190.66,65.2%,2023-06-02,190,2.87,192.5,2.21
GM,32.43,0.13,+35.14%,0.37,32.63,58.1%,2023-05-26,32.5,0.21,33,0.08
AMZN,114.88,0.52,+35.14%,1.48,117.52,68.9%,2023-06-02,117,1.25,119,0.73
HD,287.64,0.65,+35.14%,1.85,290.65,59.7%,2023-06-02,290,1.95,292.5,1.3
ZM,63.96,0.26,+35.14%,0.74,64.26,56.5%,2023-05-26,64,0.58,65,0.32
BX,83.5,0.26,+35.14%,0.74,84.26,65.0%,2023-05-26,84,0.49,85,0.23
AMD,119.24,2.08,+35.14%,5.92,122.08,60.9%,2023-06-02,120,3,128,0.92
SNAP,9.85,0.13,+35.14%,0.37,10.13,60.8%,2023-06-02,10,0.25,10.5,0.12
QCOM,103.71,0.26,+35.14%,0.74,105.26,61.6%,2023-06-02,105,0.99,106,0.73
NFLX,362.85,1.3,+35.14%,3.7,371.3,63.7%,2023-06-02,370,4.5,375,3.2
MO,44.74,0.26,+35.14%,0.74,45.26,65.3%,2023-06-02,45,0.33,46,0.07
XOM,106.01,0.26,+35.14%,0.74,108.26,69.4%,2023-06-02,108,0.84,109,0.58
PINS,23.69,0.26,+35.14%,0.74,24.26,63.6%,2023-06-02,24,0.43,25,0.17
QCOM,103.71,0.26,+35.14%,0.74,104.26,59.8%,2023-05-26,104,0.51,105,0.25
GM,32.43,0.13,+35.14%,0.37,33.13,65.1%,2023-06-02,33,0.34,33.5,0.21
GOOGL,123.32,0.78,+35.14%,2.22,125.78,65.9%,2023-06-02,125,1.39,128,0.61
PDD,60.94,2.06,+34.68%,5.94,64.06,61.7%,2023-05-26,62,3.45,70,1.39
NFLX,362.85,3.21,+34.55%,9.29,370.71,62.6%,2023-06-02,367.5,5.4,380,2.19
NFLX,362.85,0.64,+34.41%,1.86,365.64,55.8%,2023-05-26,365,1.98,367.5,1.34
META,253.85,0.64,+34.41%,1.86,255.64,61.8%,2023-05-26,255,1.19,257.5,0.55
PDD,60.94,0.51,+34.23%,1.49,64.51,63.3%,2023-05-26,64,2.73,66,2.22
M,14.23,0.38,+33.93%,1.12,15.38,67.0%,2023-06-02,15,0.68,16.5,0.3
PDD,60.94,0.76,+33.93%,2.24,64.76,64.2%,2023-05-26,64,2.73,67,1.97
GPS,7.44,0.38,+33.93%,1.12,7.88,62.7%,2023-05-26,7.5,0.49,9,0.11
PDD,60.94,1.01,+33.78%,2.99,65.01,63.5%,2023-06-02,64,3.2,68,2.19
GOOG,124.03,1.26,+33.69%,3.74,126.26,64.2%,2023-06-02,125,1.69,130,0.43
BA,201.08,2.52,+33.69%,7.48,205.02,65.3%,2023-06-02,202.5,3.05,212.5,0.53
PLTR,12.94,0.25,+33.33%,0.75,13.25,58.1%,2023-06-02,13,0.51,14,0.26
AI,28.11,0.25,+33.33%,0.75,29.25,55.8%,2023-06-02,29,2.45,30,2.2
GOOGL,123.32,0.25,+33.33%,0.75,126.25,69.0%,2023-06-02,126,1.06,127,0.81
CHPT,8.28,0.25,+33.33%,0.75,8.75,62.9%,2023-06-02,8.5,0.4,9.5,0.15
VLO,113.38,0.25,+33.33%,0.75,114.25,67.1%,2023-05-26,114,0.7,115,0.45
KO,60.61,0.25,+33.33%,0.75,61.25,66.0%,2023-06-02,61,0.34,62,0.09
PACW,6.79,0.25,+33.33%,0.75,7.25,61.3%,2023-06-02,7,0.5,8,0.25
SQ,59.4,1,+33.33%,3,61,62.1%,2023-06-02,60,1.38,64,0.38
GOOGL,123.32,0.25,+33.33%,0.75,124.25,62.2%,2023-05-26,124,0.52,125,0.27
AI,28.11,0.5,+33.33%,1.5,29.5,57.1%,2023-06-02,29,2.45,31,1.95
META,253.85,1.87,+33.21%,5.63,259.37,66.5%,2023-06-02,257.5,3.1,265,1.23
PDD,60.94,2.49,+33.16%,7.51,64.49,61.9%,2023-06-02,62,3.95,72,1.46
AMZN,114.88,1.74,+33.08%,5.26,116.74,63.7%,2023-06-02,115,2.05,122,0.31
NFLX,362.85,4.95,+32.89%,15.05,369.95,61.1%,2023-06-02,365,6.45,385,1.5
TSLA,184.73,2.47,+32.80%,7.53,189.97,63.2%,2023-06-02,187.5,3.75,197.5,1.28
NFLX,362.85,1.85,+32.74%,5.65,371.85,64.8%,2023-06-02,370,4.5,377.5,2.65
COIN,57.04,1.72,+32.58%,5.28,59.72,64.6%,2023-06-02,58,2.29,65,0.57
MSFT,325.85,1.22,+32.28%,3.78,331.22,67.2%,2023-06-02,330,2.52,335,1.3
CVX,154.86,0.61,+32.28%,1.89,155.61,60.4%,2023-05-26,155,0.8,157.5,0.19
CVX,154.86,0.61,+32.28%,1.89,158.11,69.5%,2023-06-02,157.5,1.21,160,0.6
GOOG,124.03,0.73,+32.16%,2.27,126.73,67.4%,2023-06-02,126,1.3,129,0.57
AMD,119.24,0.73,+32.16%,2.27,120.73,60.2%,2023-05-26,120,1.19,123,0.46
MRVL,48.6,0.73,+32.16%,2.27,50.73,64.4%,2023-05-26,50,1.48,53,0.75
COIN,57.04,0.97,+32.01%,3.03,57.97,62.4%,2023-05-26,57,1.14,61,0.17
GOOGL,123.32,1.45,+31.87%,4.55,125.45,63.6%,2023-06-02,124,1.8,130,0.35
AMD,119.24,1.69,+31.83%,5.31,122.69,63.5%,2023-06-02,121,2.61,128,0.92
MARA,9.11,0.12,+31.58%,0.38,9.62,63.7%,2023-06-02,9.5,0.42,10,0.3
PLUG,8.32,0.12,+31.58%,0.38,8.62,63.1%,2023-06-02,8.5,0.28,9,0.16
CVNA,11.06,0.12,+31.58%,0.38,11.62,58.4%,2023-06-02,11.5,0.65,12,0.53
PDD,60.94,0.72,+31.58%,2.28,65.72,65.7%,2023-06-02,65,2.91,68,2.19
C,44.26,0.24,+31.58%,0.76,45.24,69.4%,2023-06-02,45,0.43,46,0.19
JPM,135.86,0.24,+31.58%,0.76,138.24,70.0%,2023-06-02,138,0.77,139,0.53
QCOM,103.71,0.48,+31.58%,1.52,105.48,63.2%,2023-06-02,105,0.99,107,0.51
RIVN,14.54,0.12,+31.58%,0.38,15.12,63.3%,2023-06-02,15,0.39,15.5,0.27
PDD,60.94,0.24,+31.58%,0.76,64.24,62.3%,2023-05-26,64,2.73,65,2.49
M,14.23,0.12,+31.58%,0.38,15.62,70.1%,2023-06-02,15.5,0.52,16,0.4
GPS,7.44,0.12,+31.58%,0.38,8.12,68.5%,2023-05-26,8,0.3,8.5,0.18
SQ,59.4,0.48,+31.58%,1.52,61.48,66.0%,2023-06-02,61,1.01,63,0.53
PFE,37.99,0.12,+31.58%,0.38,38.62,66.5%,2023-06-02,38.5,0.35,39,0.23
CVNA,11.06,0.24,+31.58%,0.76,11.74,60.4%,2023-06-02,11.5,0.65,12.5,0.41
AMZN,114.88,1.2,+31.58%,3.8,117.2,66.8%,2023-06-02,116,1.61,121,0.41
NFLX,362.85,3.59,+31.46%,11.41,371.09,63.3%,2023-06-02,367.5,5.4,382.5,1.81
TSLA,184.73,1.19,+31.23%,3.81,191.19,66.7%,2023-06-02,190,2.87,195,1.68
PDD,60.94,1.66,+31.09%,5.34,64.66,63.8%,2023-05-26,63,3.05,70,1.39
ENPH,162.88,2.37,+31.06%,7.63,167.37,64.9%,2023-06-02,165,3.35,175,0.98
COIN,57.04,2.37,+31.06%,7.63,59.37,62.9%,2023-06-02,57,2.74,67,0.37
OXY,58.75,0.71,+31.00%,2.29,59.71,63.4%,2023-06-02,59,0.85,62,0.14
META,253.85,0.59,+30.89%,1.91,260.59,70.0%,2023-06-02,260,2.29,262.5,1.7
NVDA,383.09,2.36,+30.89%,7.64,387.36,59.3%,2023-05-26,385,4.15,395,1.79
XOM,106.01,0.94,+30.72%,3.06,107.94,66.8%,2023-06-02,107,1.2,111,0.26
PDD,60.94,1.41,+30.72%,4.59,65.41,64.7%,2023-06-02,64,3.2,70,1.79
BA,201.08,1.17,+30.55%,3.83,206.17,69.5%,2023-06-02,205,2.03,210,0.86
PACW,6.79,0.35,+30.43%,1.15,7.35,63.4%,2023-06-02,7,0.5,8.5,0.15
CHWY,30.42,0.7,+30.43%,2.3,32.7,67.9%,2023-06-02,32,1.13,35,0.43
MRVL,48.6,1.4,+30.43%,4.6,50.4,62.2%,2023-05-26,49,1.86,55,0.46
AMAT,129.57,0.7,+30.43%,2.3,130.7,63.8%,2023-05-26,130,0.92,133,0.22
KSS,20.01,0.35,+30.43%,1.15,20.35,63.4%,2023-05-26,20,0.43,21.5,0.08
AMZN,114.88,0.7,+30.43%,2.3,117.7,70.0%,2023-06-02,117,1.25,120,0.55
AFRM,13.68,0.35,+30.43%,1.15,14.35,63.3%,2023-06-02,14,0.57,15.5,0.22
JPM,135.86,1.4,+30.43%,4.6,137.4,63.3%,2023-06-02,136,1.57,142,0.17
GOOGL,123.32,0.93,+30.29%,3.07,125.93,66.9%,2023-06-02,125,1.39,129,0.46
NFLX,362.85,2.31,+30.04%,7.69,372.31,65.7%,2023-06-02,370,4.5,380,2.19
META,253.85,3.46,+29.98%,11.54,258.46,63.8%,2023-06-02,255,4.1,270,0.64
PDD,60.94,1.15,+29.87%,3.85,65.15,65.5%,2023-05-26,64,2.73,69,1.58
LI,28.27,0.23,+29.87%,0.77,29.23,66.9%,2023-06-02,29,0.5,30,0.27
GOOG,124.03,0.23,+29.87%,0.77,127.23,70.6%,2023-06-02,127,0.99,128,0.76
PDD,60.94,2.75,+29.73%,9.25,64.75,62.7%,2023-06-02,62,3.95,74,1.2
HD,287.64,1.14,+29.53%,3.86,291.14,61.5%,2023-06-02,290,1.95,295,0.81
NFLX,362.85,1.14,+29.53%,3.86,366.14,58.2%,2023-05-26,365,1.98,370,0.84
AMZN,114.88,1.82,+29.45%,6.18,116.82,64.3%,2023-06-02,115,2.05,123,0.23
GOOG,124.03,1.36,+29.31%,4.64,126.36,64.9%,2023-06-02,125,1.69,131,0.33
CVNA,11.06,0.34,+29.31%,1.16,11.84,62.0%,2023-06-02,11.5,0.65,13,0.31
PDD,60.94,2.94,+29.22%,10.06,63.94,61.3%,2023-05-26,61,3.85,74,0.91
GOOGL,123.32,0.45,+29.03%,1.55,126.45,70.3%,2023-06-02,126,1.06,128,0.61
AI,28.11,1.35,+29.03%,4.65,30.35,61.3%,2023-06-02,29,2.45,35,1.1
PFE,37.99,0.45,+29.03%,1.55,38.45,62.2%,2023-06-02,38,0.55,40,0.1
AI,28.11,0.45,+29.03%,1.55,30.45,61.8%,2023-06-02,30,2.1,32,1.65
ZM,63.96,0.45,+29.03%,1.55,64.45,60.6%,2023-05-26,64,0.58,66,0.13
PDD,60.94,0.45,+29.03%,1.55,65.45,66.5%,2023-05-26,65,2.42,67,1.97
PDD,60.94,1.12,+28.87%,3.88,66.12,66.9%,2023-06-02,65,2.91,70,1.79
PDD,60.94,1.34,+28.76%,4.66,65.34,66.2%,2023-05-26,64,2.73,70,1.39
MSFT,325.85,2.79,+28.73%,9.71,330.29,64.1%,2023-06-02,327.5,3.45,340,0.66
NFLX,362.85,3.9,+28.68%,13.6,371.4,63.9%,2023-06-02,367.5,5.4,385,1.5
TSLA,184.73,2.78,+28.60%,9.72,190.28,64.1%,2023-06-02,187.5,3.75,200,0.97
SQ,59.4,1.11,+28.53%,3.89,61.11,63.0%,2023-06-02,60,1.38,65,0.27
COIN,57.04,1.33,+28.48%,4.67,60.33,67.6%,2023-06-02,59,1.9,65,0.57
DKNG,23.82,0.11,+28.21%,0.39,24.61,66.1%,2023-06-02,24.5,0.43,25,0.32
COST,486.24,1.1,+28.21%,3.9,496.1,69.1%,2023-05-26,495,4.4,500,3.3
M,14.23,0.22,+28.21%,0.78,15.72,71.3%,2023-06-02,15.5,0.52,16.5,0.3
DKNG,23.82,0.11,+28.21%,0.39,24.11,63.1%,2023-05-26,24,0.21,24.5,0.1
BAC,28.15,0.11,+28.21%,0.39,28.61,64.0%,2023-06-02,28.5,0.23,29,0.12
COIN,57.04,0.44,+28.21%,1.56,58.44,67.8%,2023-05-26,58,0.73,60,0.29
AMZN,114.88,0.22,+28.21%,0.78,118.22,73.2%,2023-06-02,118,0.95,119,0.73
RIOT,11.06,0.22,+28.21%,0.78,11.72,64.8%,2023-06-02,11.5,0.49,12.5,0.27
DVN,48.21,0.44,+28.21%,1.56,49.44,67.4%,2023-06-02,49,0.63,51,0.19
SCHW,53.95,0.44,+28.21%,1.56,55.44,68.2%,2023-06-02,55,0.7,57,0.26
XOM,106.01,0.44,+28.21%,1.56,108.44,70.8%,2023-06-02,108,0.84,110,0.4
MU,69.25,0.22,+28.21%,0.78,70.22,69.1%,2023-05-26,70,0.43,71,0.21
WFC,41.12,0.11,+28.21%,0.39,42.11,70.1%,2023-06-02,42,0.32,42.5,0.21
AMD,119.24,0.22,+28.21%,0.78,121.22,64.7%,2023-05-26,121,0.86,122,0.64
GS,323.53,1.1,+28.21%,3.9,326.1,66.6%,2023-05-26,325,1.43,330,0.33
RIOT,11.06,0.11,+28.21%,0.39,11.61,62.6%,2023-06-02,11.5,0.49,12,0.38
GM,32.43,0.22,+28.21%,0.78,33.22,67.1%,2023-06-02,33,0.34,34,0.12
WMT,146.47,0.22,+28.21%,0.78,147.22,67.8%,2023-05-26,147,0.38,148,0.16
PDD,60.94,0.44,+28.21%,1.56,66.44,67.8%,2023-06-02,66,2.63,68,2.19
ABNB,104.23,0.66,+28.21%,2.34,107.66,69.7%,2023-06-02,107,1.31,110,0.65
DIS,88.22,0.22,+28.21%,0.78,90.22,70.0%,2023-06-02,90,0.69,91,0.47
PDD,60.94,3.05,+27.85%,10.95,64.05,61.7%,2023-05-26,61,3.85,75,0.8
BA,201.08,2.72,+27.81%,9.78,205.22,66.0%,2023-06-02,202.5,3.05,215,0.33
PDD,60.94,1.74,+27.80%,6.26,65.74,65.7%,2023-06-02,64,3.2,72,1.46
GOOG,124.03,0.87,+27.80%,3.13,126.87,68.3%,2023-06-02,126,1.3,130,0.43
PDD,60.94,0.65,+27.66%,2.35,66.65,68.4%,2023-06-02,66,2.63,69,1.98
AMZN,114.88,0.65,+27.66%,2.35,115.65,64.1%,2023-05-26,115,0.77,118,0.12
AMZN,114.88,1.3,+27.66%,4.7,117.3,67.5%,2023-06-02,116,1.61,122,0.31
NFLX,362.85,5.41,+27.62%,19.59,370.41,62.0%,2023-06-02,365,6.45,390,1.04
CVX,154.86,2.16,+27.55%,7.84,157.16,64.1%,2023-06-02,155,2.28,165,0.12
NFLX,362.85,2.69,+27.42%,9.81,372.69,66.4%,2023-06-02,370,4.5,382.5,1.81
M,14.23,0.75,+27.27%,2.75,15.25,65.3%,2023-06-02,14.5,0.88,18,0.13
PANW,207.2,2.14,+27.23%,7.86,212.14,67.2%,2023-06-02,210,2.72,220,0.58
COIN,57.04,1.92,+27.12%,7.08,59.92,65.6%,2023-06-02,58,2.29,67,0.37
PLTR,12.94,0.32,+27.12%,1.18,13.32,59.9%,2023-06-02,13,0.51,14.5,0.19
MRVL,48.6,1.49,+27.04%,5.51,50.49,62.8%,2023-05-26,49,1.86,56,0.37
AMD,119.24,0.85,+26.98%,3.15,120.85,61.4%,2023-05-26,120,1.19,124,0.34
COIN,57.04,0.85,+26.98%,3.15,60.85,70.0%,2023-06-02,60,1.56,64,0.71
BA,201.08,0.53,+26.90%,1.97,203.03,67.3%,2023-05-26,202.5,0.85,205,0.32
MSFT,325.85,0.53,+26.90%,1.97,328.03,63.2%,2023-05-26,327.5,1.14,330,0.61
META,253.85,1.06,+26.90%,3.94,261.06,71.3%,2023-06-02,260,2.29,265,1.23
