Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask"
NFLX,338.63,1.2,+31.58%,3.8,313.8,69.1%,2023-05-19,315,10.35,310,9.15
SHOP,46.39,0.12,+31.58%,0.38,45.38,64.4%,2023-04-21,45.5,0.69,45,0.57
NFLX,338.63,0.6,+31.58%,1.9,321.9,67.7%,2023-04-21,322.5,7.6,320,7
AAPL,165.21,1.19,+31.23%,3.81,163.81,63.4%,2023-04-21,165,1.52,160,0.33
FSLR,208.4,1.18,+30.89%,3.82,203.82,67.0%,2023-04-21,205,2.68,200,1.5
BA,201.71,2.35,+30.72%,7.65,192.65,67.0%,2023-05-19,195,5.3,185,2.95
COIN,69.91,0.7,+30.43%,2.3,65.3,72.0%,2023-04-21,66,1.65,63,0.95
GOOGL,108.87,0.7,+30.43%,2.3,107.3,66.2%,2023-04-21,108,1.05,105,0.35
MCD,288.98,1.16,+30.21%,3.84,283.84,62.8%,2023-05-19,285,4,280,2.84
PANW,199.44,0.58,+30.21%,1.92,196.92,65.3%,2023-04-21,197.5,1.65,195,1.07
TSM,87.2,0.23,+29.87%,0.77,84.77,67.3%,2023-04-21,85,1.23,84,1
AXP,163.22,1.15,+29.87%,3.85,158.85,69.1%,2023-04-21,160,2.11,155,0.96
DVN,55.7,0.23,+29.87%,0.77,54.77,66.6%,2023-04-21,55,0.54,54,0.31
ENPH,208.9,2.29,+29.70%,7.71,202.71,67.2%,2023-04-21,205,3.7,195,1.41
LOW,202.18,3.38,+29.09%,11.62,196.62,64.9%,2023-05-19,200,4.9,185,1.52
COIN,69.91,0.45,+29.03%,1.55,65.55,70.8%,2023-04-21,66,1.65,64,1.2
NKE,125.95,0.45,+29.03%,1.55,124.55,65.4%,2023-04-21,125,0.93,123,0.48
AAPL,165.21,1.12,+28.87%,3.88,158.88,69.3%,2023-05-19,160,3.1,155,1.98
TSLA,185,0.55,+28.21%,1.95,171.95,76.0%,2023-04-21,172.5,2.75,170,2.2
NKE,125.95,0.22,+28.21%,0.78,124.78,63.0%,2023-04-21,125,0.93,124,0.71
OXY,64.48,1.08,+27.55%,3.92,61.42,67.5%,2023-05-19,62.5,1.73,57.5,0.65
ENPH,208.9,2.68,+27.29%,9.82,202.32,68.2%,2023-04-21,205,3.7,192.5,1.02
MA,372.43,1.07,+27.23%,3.93,368.93,66.3%,2023-04-21,370,2.12,365,1.05
LULU,368.25,1.06,+26.90%,3.94,363.94,65.4%,2023-04-21,365,2.76,360,1.7
PYPL,76.53,0.21,+26.58%,0.79,74.79,71.0%,2023-04-21,75,0.62,74,0.41
GS,336.92,2.05,+25.79%,7.95,327.95,70.5%,2023-04-21,330,3.7,320,1.65
WFC,39.64,0.41,+25.79%,1.59,39.09,65.4%,2023-04-21,39.5,0.47,37.5,0.06
CRWD,135.77,2.05,+25.79%,7.95,132.95,65.9%,2023-04-21,135,2.31,125,0.26
WYNN,110.99,0.4,+25.00%,1.6,108.6,69.1%,2023-04-21,109,1.06,107,0.66
NFLX,338.63,0.5,+25.00%,2,317,72.5%,2023-04-21,317.5,6.05,315,5.55
IBM,128.14,0.2,+25.00%,0.8,124.8,68.6%,2023-04-21,125,1.47,124,1.27
UPST,15.4,0.1,+25.00%,0.4,14.4,73.6%,2023-04-21,14.5,0.31,14,0.21
SCHW,50.77,0.1,+25.00%,0.4,48.9,62.4%,2023-04-21,49,1.58,48.5,1.48
ENPH,208.9,2.94,+24.38%,12.06,202.06,68.9%,2023-04-21,205,3.7,190,0.76
JPM,138.73,0.96,+23.76%,4.04,134.04,69.6%,2023-05-19,135,1.91,130,0.95
NFLX,338.63,0.95,+23.46%,4.05,311.55,77.5%,2023-04-21,312.5,4.7,307.5,3.75
BA,201.71,0.95,+23.46%,4.05,189.05,73.2%,2023-05-19,190,3.9,185,2.95
CAT,223.68,0.95,+23.46%,4.05,219.05,71.8%,2023-04-21,220,1.87,215,0.92
SMCI,109.15,0.95,+23.46%,4.05,104.05,68.0%,2023-04-21,105,2.45,100,1.5
GILD,83,0.47,+23.15%,2.03,79.53,70.8%,2023-05-19,80,1.32,77.5,0.85
NFLX,338.63,1.4,+22.95%,6.1,311.1,77.9%,2023-04-21,312.5,4.7,305,3.3
NFLX,338.63,0.45,+21.95%,2.05,312.05,77.1%,2023-04-21,312.5,4.7,310,4.25
ZIM,21.65,0.27,+21.95%,1.23,20.73,68.3%,2023-04-21,21,0.55,19.5,0.28
GS,336.92,2.68,+21.75%,12.32,327.32,71.8%,2023-04-21,330,3.7,315,1.02
NFLX,338.63,2.19,+21.24%,10.31,310.31,78.6%,2023-04-21,312.5,4.7,300,2.51
ZIM,21.65,0.35,+21.21%,1.65,20.65,69.8%,2023-04-21,21,0.55,19,0.2
JNJ,165.84,0.87,+21.07%,4.13,164.13,65.2%,2023-04-21,165,1.27,160,0.4
CAT,223.68,1.69,+20.34%,8.31,208.31,77.4%,2023-05-19,210,3.75,200,2.06
PANW,199.44,1.26,+20.19%,6.24,196.24,69.1%,2023-04-21,197.5,1.65,190,0.39
AXP,163.22,0.41,+19.62%,2.09,157.09,75.9%,2023-04-21,157.5,1.37,155,0.96
ENPH,208.9,0.81,+19.33%,4.19,199.19,76.0%,2023-04-21,200,2.22,195,1.41
ORCL,95.71,0.4,+19.05%,2.1,94.6,69.4%,2023-04-21,95,0.53,92.5,0.13
CVX,172.44,0.4,+19.05%,2.1,169.6,74.7%,2023-04-21,170,0.74,167.5,0.34
NKE,125.95,0.16,+19.05%,0.84,123.84,72.6%,2023-04-21,124,0.64,123,0.48
PTON,9.58,0.08,+19.05%,0.42,8.92,76.5%,2023-04-21,9,0.15,8.5,0.07
NEM,49.52,0.08,+19.05%,0.42,48.42,69.3%,2023-04-21,48.5,0.44,48,0.36
XOM,116.05,0.3,+17.65%,1.7,113.7,77.2%,2023-04-21,114,0.55,112,0.25
M,17.74,0.15,+17.65%,0.85,15.85,77.7%,2023-05-19,16,0.38,15,0.23
GS,336.92,0.73,+17.10%,4.27,324.27,77.7%,2023-04-21,325,2.38,320,1.65
JPM,138.73,1.45,+16.96%,8.55,133.55,71.5%,2023-05-19,135,1.91,125,0.46
TSLA,185,0.36,+16.82%,2.14,167.14,83.6%,2023-04-21,167.5,1.69,165,1.33
ZIM,21.65,0.21,+16.28%,1.29,20.29,76.1%,2023-04-21,20.5,0.41,19,0.2
UNH,511.79,1.4,+16.28%,8.6,488.6,78.0%,2023-05-19,490,4.95,480,3.55
ZIM,21.65,0.07,+16.28%,0.43,20.93,64.4%,2023-04-21,21,0.55,20.5,0.48
DFS,101.17,0.35,+16.28%,2.15,97.15,69.6%,2023-04-21,97.5,1.55,95,1.2
WFC,39.64,0.07,+16.28%,0.43,38.43,81.0%,2023-04-21,38.5,0.17,38,0.1
SHOP,46.39,0.07,+16.28%,0.43,44.43,76.5%,2023-04-21,44.5,0.4,44,0.33
GS,336.92,1.36,+15.74%,8.64,323.64,78.9%,2023-04-21,325,2.38,315,1.02
JNJ,165.84,1.02,+15.74%,6.48,163.98,66.5%,2023-04-21,165,1.27,157.5,0.25
LLY,374.73,1.32,+15.21%,8.68,368.68,72.3%,2023-04-21,370,2.14,360,0.82
ZIM,21.65,0.13,+14.94%,0.87,20.37,74.8%,2023-04-21,20.5,0.41,19.5,0.28
TSLA,185,0.19,+12.84%,1.48,166.48,84.5%,2023-04-21,166.67,1.52,165,1.33
BA,201.71,0.28,+12.61%,2.22,194.72,81.2%,2023-04-21,195,0.99,192.5,0.71
JPM,138.73,1.67,+12.53%,13.33,133.33,72.3%,2023-05-19,135,1.91,120,0.24
MS,86.71,0.11,+12.36%,0.89,82.89,79.6%,2023-04-21,83,0.57,82,0.46
CVX,172.44,0.55,+12.36%,4.45,169.45,75.8%,2023-04-21,170,0.74,165,0.19
GE,95.44,0.76,+12.18%,6.24,94.24,67.2%,2023-04-21,95,0.82,88,0.06
TSLA,185,0.09,+12.16%,0.74,167.41,83.2%,2023-04-21,167.5,1.69,166.67,1.6
SCHW,50.77,0.05,+11.11%,0.45,47.95,68.5%,2023-04-21,48,1.22,47.5,1.17
ZIM,21.65,0.1,+11.11%,0.9,19.9,82.2%,2023-04-21,20,0.3,19,0.2
JNJ,165.84,0.24,+10.62%,2.26,162.26,79.5%,2023-04-21,162.5,0.64,160,0.4
OKTA,74.3,0.67,+10.58%,6.33,71.33,76.0%,2023-04-21,72,0.79,65,0.12
V,234.02,0.23,+10.13%,2.27,229.77,81.4%,2023-04-21,230,0.58,227.5,0.35
JPM,138.73,1.76,+9.65%,18.24,133.24,72.7%,2023-05-19,135,1.91,115,0.15
OXY,64.48,0.25,+9.09%,2.75,62.75,79.4%,2023-04-21,63,0.31,60,0.06
XOM,116.05,0.49,+8.89%,5.51,113.51,79.0%,2023-04-21,114,0.55,108,0.06
VZ,39.22,0.16,+8.70%,1.84,36.84,83.7%,2023-05-19,37,0.31,35,0.15
JNJ,165.84,0.39,+8.46%,4.61,162.11,80.5%,2023-04-21,162.5,0.64,157.5,0.25
GE,95.44,0.46,+8.30%,5.54,93.54,76.0%,2023-04-21,94,0.52,88,0.06
JPM,138.73,1.81,+7.81%,23.19,133.19,72.9%,2023-05-19,135,1.91,110,0.1
ADBE,379.38,1.25,+7.69%,16.25,368.75,81.9%,2023-04-21,370,1.47,352.5,0.22
WMT,148.48,0.07,+7.53%,0.93,145.93,81.8%,2023-04-21,146,0.34,145,0.27
JPM,138.73,0.64,+6.84%,9.36,129.36,85.2%,2023-05-19,130,0.88,120,0.24
JPM,138.73,0.25,+6.67%,3.75,134.75,84.9%,2023-04-21,135,0.38,131,0.13
JPM,138.73,1.84,+6.53%,28.16,133.16,73.0%,2023-05-19,135,1.91,105,0.07
JPM,138.73,0.28,+5.93%,4.72,134.72,85.1%,2023-04-21,135,0.38,130,0.1
JPM,138.73,0.3,+5.26%,5.7,134.7,85.2%,2023-04-21,135,0.38,129,0.08
FHN,18.35,0.05,+5.26%,0.95,16.95,64.3%,2023-05-19,17,0.85,16,0.8
PACW,9.98,0.05,+5.26%,0.95,8.95,85.4%,2023-04-21,9,0.15,8,0.1
OXY,64.48,0.1,+5.26%,1.9,61.9,89.1%,2023-04-21,62,0.16,60,0.06
HZNP,111.6,0.5,+5.26%,9.5,109.5,64.9%,2023-05-19,110,1.2,100,0.7
ADBE,379.38,0.47,+4.93%,9.53,364.53,90.0%,2023-04-21,365,0.76,355,0.29
JPM,138.73,0.31,+4.63%,6.69,134.69,85.2%,2023-04-21,135,0.38,128,0.07
ADBE,379.38,0.54,+4.52%,11.96,364.46,90.1%,2023-04-21,365,0.76,352.5,0.22
GME,22.46,0.01,+4.17%,0.24,21.49,77.9%,2023-04-21,21.5,0.15,21.25,0.14
CAT,223.68,0.1,+4.17%,2.4,212.4,92.3%,2023-04-21,212.5,0.51,210,0.41
ZIM,21.65,0.02,+4.17%,0.48,19.98,81.0%,2023-04-21,20,0.3,19.5,0.28
XOM,116.05,0.16,+4.17%,3.84,111.84,91.1%,2023-04-21,112,0.22,108,0.06
SBUX,107.47,0.04,+4.17%,0.96,103.96,91.7%,2023-04-21,104,0.17,103,0.13
JPM,138.73,0.32,+4.17%,7.68,134.68,85.3%,2023-04-21,135,0.38,127,0.06
CRM,194.65,0.09,+3.73%,2.41,184.91,94.7%,2023-04-21,185,0.27,182.5,0.18
ADBE,379.38,0.27,+3.73%,7.23,362.23,93.1%,2023-04-21,362.5,0.56,355,0.29
JPM,138.73,0.18,+3.73%,4.82,124.82,94.3%,2023-05-19,125,0.42,120,0.24
XOM,116.05,0.07,+3.63%,1.93,110.93,95.0%,2023-04-21,111,0.15,109,0.08
ADBE,379.38,0.34,+3.52%,9.66,362.16,93.2%,2023-04-21,362.5,0.56,352.5,0.22
XOM,116.05,0.03,+3.09%,0.97,110.97,94.9%,2023-04-21,111,0.15,110,0.12
XOM,116.05,0.09,+3.09%,2.91,110.91,95.1%,2023-04-21,111,0.15,108,0.06
ADBE,379.38,0.17,+2.32%,7.33,359.83,95.5%,2023-04-21,360,0.39,352.5,0.22
T,19.93,0.01,+2.04%,0.49,18.49,92.1%,2023-04-21,18.5,0.07,18,0.06
PYPL,76.53,0.04,+2.04%,1.96,70.96,96.5%,2023-04-21,71,0.1,69,0.06
OXY,64.48,0.02,+2.04%,0.98,60.98,95.4%,2023-04-21,61,0.08,60,0.06
PYPL,76.53,0.02,+2.04%,0.98,70.98,96.5%,2023-04-21,71,0.1,70,0.08
ADBE,379.38,0.1,+2.04%,4.9,359.9,95.5%,2023-04-21,360,0.39,355,0.29
XOM,116.05,0.04,+2.04%,1.96,109.96,97.5%,2023-04-21,110,0.1,108,0.06
XOM,116.05,0.02,+2.04%,0.98,109.98,97.5%,2023-04-21,110,0.1,109,0.08
GE,95.44,0.03,+1.52%,1.97,89.97,98.1%,2023-04-21,90,0.09,88,0.06
BA,201.71,0.11,+1.11%,9.89,184.89,98.6%,2023-04-21,185,0.17,175,0.06
JPM,138.73,0.04,+1.01%,3.96,130.96,97.9%,2023-04-21,131,0.1,127,0.06
JPM,138.73,0.03,+1.01%,2.97,130.97,97.9%,2023-04-21,131,0.1,128,0.07
JPM,138.73,0.03,+1.01%,2.97,129.97,99.0%,2023-04-21,130,0.09,127,0.06
JPM,138.73,0.02,+1.01%,1.98,130.98,97.9%,2023-04-21,131,0.1,129,0.08
JPM,138.73,0.02,+1.01%,1.98,129.98,98.9%,2023-04-21,130,0.09,128,0.07
JPM,138.73,0.01,+1.01%,0.99,129.99,98.9%,2023-04-21,130,0.09,129,0.08
BA,201.71,0.06,+0.81%,7.44,182.44,99.4%,2023-04-21,182.5,0.12,175,0.06
LULU,368.25,0.03,+0.60%,4.97,344.97,98.6%,2023-04-21,345,0.21,340,0.18
"Downloaded from Barchart.com as of 04-16-2023 07:48pm CDT"
