Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask","Exp Type"
ADBE,380.26,1.49,+17.51%,8.51,378.51,68.2%,2023-04-21,380,1.75,370,0.26,monthly
RBLX,41.31,0.22,+17.19%,1.28,40.78,75.0%,2023-04-21,41,0.3,39.5,0.08,monthly
SCHW,54,0.07,+16.28%,0.43,53.43,78.3%,2023-04-21,53.5,0.19,53,0.12,monthly
ABNB,118.4,0.41,+15.83%,2.59,117.59,68.5%,2023-04-21,118,0.6,115,0.19,monthly
AVGO,633.02,1.35,+15.61%,8.65,628.65,77.8%,2023-04-21,630,1.85,620,0.5,monthly
MRNA,141.14,0.66,+15.21%,4.34,139.34,78.9%,2023-04-21,140,0.75,135,0.09,monthly
MS,90.43,0.13,+14.94%,0.87,89.87,75.6%,2023-04-21,90,0.22,89,0.09,monthly
SCHW,54,0.13,+14.94%,0.87,53.37,80.7%,2023-04-21,53.5,0.19,52.5,0.06,monthly
NFLX,325.35,0.97,+14.85%,6.53,321.53,80.4%,2023-04-21,322.5,1.25,315,0.28,monthly
GS,338.71,0.62,+14.16%,4.38,336.88,76.5%,2023-04-21,337.5,0.82,332.5,0.2,monthly
ABNB,118.4,0.12,+13.64%,0.88,117.88,62.1%,2023-04-21,118,0.6,117,0.48,monthly
FOUR,65.76,0.55,+12.36%,4.45,64.45,73.0%,2023-04-21,65,0.7,60,0.15,monthly
TSM,89.29,0.11,+12.36%,0.89,87.89,86.5%,2023-04-21,88,0.24,87,0.13,monthly
AXP,163.28,0.55,+12.36%,4.45,161.95,74.0%,2023-04-21,162.5,0.62,157.5,0.07,monthly
ADBE,380.26,1.59,+11.86%,13.41,378.41,69.2%,2023-04-21,380,1.75,365,0.16,monthly
NET,62.41,0.1,+11.11%,0.9,60.9,86.8%,2023-04-21,61,0.23,60,0.13,monthly
TECK,46.57,0.05,+11.11%,0.45,46.45,56.1%,2023-04-21,46.5,0.34,46,0.29,monthly
LVS,61.53,0.1,+11.11%,0.9,60.9,78.0%,2023-04-21,61,0.2,60,0.1,monthly
GS,338.71,0.71,+10.46%,6.79,336.79,77.6%,2023-04-21,337.5,0.82,330,0.11,monthly
NFLX,325.35,0.23,+10.13%,2.27,319.77,89.5%,2023-04-21,320,0.73,317.5,0.5,monthly
NFLX,325.35,0.45,+9.89%,4.55,319.55,90.4%,2023-04-21,320,0.73,315,0.28,monthly
MRNA,141.14,0.36,+9.89%,3.64,138.64,86.8%,2023-04-21,139,0.45,135,0.09,monthly
TSM,89.29,0.17,+9.29%,1.83,87.83,87.5%,2023-04-21,88,0.24,86,0.07,monthly
PG,150.85,0.08,+8.70%,0.92,146.92,92.6%,2023-04-21,147,0.39,146,0.31,monthly
BX,91.94,0.16,+8.70%,1.84,90.84,80.9%,2023-04-21,91,0.23,89,0.07,monthly
NET,62.41,0.16,+8.70%,1.84,60.84,87.8%,2023-04-21,61,0.23,59,0.07,monthly
GS,338.71,0.74,+7.99%,9.26,336.76,78.0%,2023-04-21,337.5,0.82,327.5,0.08,monthly
RBLX,41.31,0.07,+7.53%,0.93,40.43,86.9%,2023-04-21,40.5,0.15,39.5,0.08,monthly
ABT,110.35,0.07,+7.53%,0.93,109.93,68.2%,2023-04-21,110,0.23,109,0.16,monthly
GS,338.71,0.76,+6.47%,11.74,336.74,78.2%,2023-04-21,337.5,0.82,325,0.06,monthly
ABNB,118.4,0.12,+6.38%,1.88,116.88,81.7%,2023-04-21,117,0.31,115,0.19,monthly
IBM,126.36,0.06,+6.38%,0.94,124.94,91.2%,2023-04-21,125,0.14,124,0.08,monthly
MRNA,141.14,0.18,+6.38%,2.82,137.82,93.2%,2023-04-21,138,0.27,135,0.09,monthly
BX,91.94,0.05,+5.26%,0.95,90.95,78.4%,2023-04-21,91,0.23,90,0.18,monthly
AMAT,114.39,0.04,+4.17%,0.96,111.96,93.0%,2023-04-21,112,0.16,111,0.12,monthly
ZIM,20.41,0.02,+4.17%,0.48,19.98,83.4%,2023-04-21,20,0.09,19.5,0.07,monthly
GS,338.71,0.1,+4.17%,2.4,334.9,93.5%,2023-04-21,335,0.3,332.5,0.2,monthly
GS,338.71,0.19,+3.95%,4.81,334.81,93.9%,2023-04-21,335,0.3,330,0.11,monthly
COST,505.58,0.17,+3.52%,4.83,499.83,93.0%,2023-04-21,500,0.38,495,0.21,monthly
BX,91.94,0.03,+3.09%,0.97,89.97,94.2%,2023-04-21,90,0.1,89,0.07,monthly
GS,338.71,0.22,+3.02%,7.28,334.78,94.0%,2023-04-21,335,0.3,327.5,0.08,monthly
COST,505.58,0.28,+2.88%,9.72,499.72,93.4%,2023-04-21,500,0.38,490,0.1,monthly
COST,505.58,0.19,+2.60%,7.31,499.81,93.1%,2023-04-21,500,0.38,492.5,0.19,monthly
COST,505.58,0.31,+2.11%,14.69,499.69,93.5%,2023-04-21,500,0.38,485,0.07,monthly
RBLX,41.31,0.01,+2.04%,0.49,39.99,95.5%,2023-04-21,40,0.09,39.5,0.08,monthly
NUE,155.73,0.08,+1.63%,4.92,149.92,99.1%,2023-04-21,150,0.14,145,0.06,monthly
ABNB,118.4,0.01,+1.01%,0.99,116.99,79.9%,2023-04-21,117,0.31,116,0.3,monthly
"Downloaded from Barchart.com as of 04-21-2023 12:54am CDT"
