Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask"
MSFT,313.49,1.82,+22.25%,8.18,310.68,64.8%,2023-05-19,312.5,2.02,302.5,0.2
MU,64.6,0.09,+21.95%,0.41,62.91,77.5%,2023-05-19,63,0.38,62.5,0.29
AMZN,113.96,0.36,+21.95%,1.64,111.64,73.3%,2023-05-19,112,0.62,110,0.26
NVDA,295.84,3.06,+21.19%,14.44,291.94,63.5%,2023-05-19,295,3.25,277.5,0.19
NVDA,295.84,0.87,+21.07%,4.13,289.13,74.2%,2023-05-19,290,1.53,285,0.66
GOOG,120.17,0.17,+20.48%,0.83,117.83,73.9%,2023-05-19,118,0.47,117,0.3
AMZN,113.96,0.83,+19.90%,4.17,112.17,67.9%,2023-05-19,113,0.95,108,0.12
AMD,102.33,0.49,+19.52%,2.51,99.51,75.3%,2023-05-19,100,0.66,97,0.17
COF,91.63,0.65,+19.40%,3.35,89.35,76.0%,2023-05-19,90,0.85,86,0.2
GME,22.07,0.08,+19.05%,0.42,21.42,71.9%,2023-05-19,21.5,0.19,21,0.11
GME,22.07,0.04,+19.05%,0.21,21.46,70.5%,2023-05-19,21.5,0.19,21.25,0.15
MRVL,42.23,0.16,+19.05%,0.84,40.84,80.2%,2023-05-19,41,0.29,40,0.13
NVDA,295.84,1.99,+18.93%,10.51,290.51,69.1%,2023-05-19,292.5,2.27,280,0.28
MSFT,313.49,0.78,+18.48%,4.22,309.22,74.0%,2023-05-19,310,1.13,305,0.35
NVDA,295.84,3.11,+18.41%,16.89,291.89,63.7%,2023-05-19,295,3.25,275,0.14
MSFT,313.49,1.9,+17.92%,10.6,310.6,65.4%,2023-05-19,312.5,2.02,300,0.12
AMZN,113.96,0.45,+17.65%,2.55,111.55,74.2%,2023-05-19,112,0.62,109,0.17
AI,24.7,0.15,+17.65%,0.85,22.85,71.6%,2023-05-19,23,0.4,22,0.25
NVDA,295.84,1.11,+17.37%,6.39,288.89,75.0%,2023-05-19,290,1.53,282.5,0.42
UPST,19.95,0.07,+16.28%,0.43,17.93,80.7%,2023-05-19,18,0.24,17.5,0.17
NVDA,295.84,0.35,+16.28%,2.15,287.15,80.7%,2023-05-19,287.5,1.01,285,0.66
AMD,102.33,0.14,+16.28%,0.86,98.86,80.3%,2023-05-19,99,0.42,98,0.28
TSM,86.63,0.14,+16.28%,0.86,84.86,77.4%,2023-05-19,85,0.33,84,0.19
AMZN,113.96,0.14,+16.28%,0.86,110.86,80.4%,2023-05-19,111,0.4,110,0.26
NVDA,295.84,3.14,+16.22%,19.36,291.86,63.8%,2023-05-19,295,3.25,272.5,0.11
NVDA,295.84,2.08,+16.10%,12.92,290.42,69.5%,2023-05-19,292.5,2.27,277.5,0.19
AMD,102.33,0.55,+15.94%,3.45,99.45,75.8%,2023-05-19,100,0.66,96,0.11
AI,24.7,0.2,+15.38%,1.3,22.8,72.3%,2023-05-19,23,0.4,21.5,0.2
MSFT,313.49,1.94,+14.85%,13.06,310.56,65.6%,2023-05-19,312.5,2.02,297.5,0.08
NVDA,295.84,3.17,+14.52%,21.83,291.83,63.9%,2023-05-19,295,3.25,270,0.08
AMD,102.33,0.25,+14.29%,1.75,98.75,81.1%,2023-05-19,99,0.42,97,0.17
NVDA,295.84,1.25,+14.29%,8.75,288.75,75.5%,2023-05-19,290,1.53,280,0.28
ENPH,164.74,0.31,+14.16%,2.19,157.19,81.9%,2023-05-19,157.5,0.87,155,0.56
MSFT,313.49,0.93,+14.16%,6.57,309.07,74.9%,2023-05-19,310,1.13,302.5,0.2
NVDA,295.84,2.13,+13.86%,15.37,290.37,69.6%,2023-05-19,292.5,2.27,275,0.14
GME,22.07,0.12,+13.64%,0.88,21.38,73.3%,2023-05-19,21.5,0.19,20.5,0.07
NVDA,295.84,0.59,+13.38%,4.41,286.91,81.4%,2023-05-19,287.5,1.01,282.5,0.42
AMD,102.33,0.59,+13.38%,4.41,99.41,76.1%,2023-05-19,100,0.66,95,0.07
NVDA,295.84,3.18,+13.08%,24.32,291.82,63.9%,2023-05-19,295,3.25,267.5,0.07
NVDA,295.84,2.16,+12.11%,17.84,290.34,69.8%,2023-05-19,292.5,2.27,272.5,0.11
NVDA,295.84,1.34,+12.01%,11.16,288.66,75.8%,2023-05-19,290,1.53,277.5,0.19
AMD,102.33,0.31,+11.52%,2.69,98.69,81.5%,2023-05-19,99,0.42,96,0.11
SCHW,50.53,0.05,+11.11%,0.45,48.45,85.2%,2023-05-19,48.5,0.17,48,0.12
AI,24.7,0.05,+11.11%,0.45,22.95,70.2%,2023-05-19,23,0.4,22.5,0.35
NVDA,295.84,2.19,+10.78%,20.31,290.31,69.9%,2023-05-19,292.5,2.27,270,0.08
AMD,102.33,0.09,+9.89%,0.91,97.91,86.5%,2023-05-19,98,0.26,97,0.17
AMD,102.33,0.35,+9.59%,3.65,98.65,81.8%,2023-05-19,99,0.42,95,0.07
GME,22.07,0.13,+9.49%,1.37,21.37,73.6%,2023-05-19,21.5,0.19,20,0.06
GME,22.07,0.06,+8.70%,0.69,21.19,79.4%,2023-05-19,21.25,0.13,20.5,0.07
GME,22.07,0.02,+8.70%,0.23,21.23,78.2%,2023-05-19,21.25,0.13,21,0.11
AMD,102.33,0.15,+8.11%,1.85,97.85,86.9%,2023-05-19,98,0.26,96,0.11
AMD,102.33,0.19,+6.76%,2.81,97.81,87.1%,2023-05-19,98,0.26,95,0.07
GME,22.07,0.07,+5.93%,1.18,21.18,79.7%,2023-05-19,21.25,0.13,20,0.06
AMD,102.33,0.05,+5.26%,0.95,96.95,91.3%,2023-05-19,97,0.16,96,0.11
AMD,102.33,0.09,+4.71%,1.91,96.91,91.5%,2023-05-19,97,0.16,95,0.07
ENPH,164.74,0.1,+4.17%,2.4,152.4,93.7%,2023-05-19,152.5,0.31,150,0.21
GME,22.07,0.02,+4.17%,0.48,20.98,85.2%,2023-05-19,21,0.09,20.5,0.07
AMD,102.33,0.03,+3.09%,0.97,95.97,94.8%,2023-05-19,96,0.1,95,0.07
FSLR,217.98,0.11,+2.25%,4.89,199.89,97.2%,2023-05-19,200,0.35,195,0.24
"Downloaded from Barchart.com as of 05-16-2023 11:25am CDT"
